refcode,n_metals,is_polymeric,has_disorder,old_record_generated,scope_class
EJEMOX,4,False,True,True,molecular_multinuclear_supported
HEWXEP,4,True,False,True,molecular_multinuclear_supported
QEMROP,2,False,True,True,molecular_multinuclear_supported
YOCNAH,4,False,True,True,molecular_multinuclear_supported
OHEXIJ,4,False,True,True,molecular_multinuclear_supported
VOQMIB,2,True,False,True,molecular_multinuclear_supported
PEMDES,2,False,False,True,molecular_multinuclear_supported
ACRNCU01,6,True,False,True,molecular_multinuclear_supported
ANIDEI,7,True,False,True,molecular_multinuclear_supported
ESIZEO,5,True,True,True,molecular_multinuclear_supported
PAWZUI,2,False,False,True,molecular_multinuclear_supported
KIGNOD,12,False,True,True,molecular_multinuclear_supported
NESBUI,2,False,False,True,molecular_multinuclear_supported
SIKYOD,2,False,True,True,molecular_multinuclear_supported
FOFFIR,2,False,False,True,molecular_multinuclear_supported
JIQVEN,3,True,False,True,molecular_multinuclear_supported
VUJLUJ,7,True,True,True,molecular_multinuclear_supported
LOHJUQ,3,True,False,True,molecular_multinuclear_supported
HESQOP,2,False,True,True,molecular_multinuclear_supported
XEHSIM,2,False,True,True,molecular_multinuclear_supported
OWOBUY,2,False,False,True,molecular_multinuclear_supported
ZUYMIT,3,True,False,True,molecular_multinuclear_supported
BALFAV01,6,True,False,True,molecular_multinuclear_supported
QUJTEW,3,True,True,True,molecular_multinuclear_supported
YIWVEG,4,False,True,False,molecular_multinuclear_supported
FINFEP,3,False,True,True,molecular_multinuclear_supported
XUZTOC07,4,False,False,False,molecular_multinuclear_supported
DULFOH,2,False,False,True,molecular_multinuclear_supported
IWAGAR,2,False,False,True,molecular_multinuclear_supported
CADZAN,4,False,True,True,molecular_multinuclear_supported
TOHRIR,2,False,False,True,molecular_multinuclear_supported
HADFEA,4,False,True,True,molecular_multinuclear_supported
IWEJUR,2,False,False,True,molecular_multinuclear_supported
OPIQIQ,14,True,True,False,polymeric_or_extended_future_scope
GAGMEI,2,False,False,True,molecular_multinuclear_supported
YOZLIM,16,True,False,False,polymeric_or_extended_future_scope
LURRUO,50,False,True,False,polymeric_or_extended_future_scope
DOBNAL,2,False,False,True,molecular_multinuclear_supported
ZOMREA,9,False,False,True,molecular_multinuclear_supported
SEQRIP,2,False,True,True,molecular_multinuclear_supported
MEFZUU,18,False,True,False,polymeric_or_extended_future_scope
KOXPIA,2,False,True,True,molecular_multinuclear_supported
COHKOB,5,False,False,True,molecular_multinuclear_supported
MUYLOI,15,True,True,False,polymeric_or_extended_future_scope
ICUWIP,2,False,True,True,molecular_multinuclear_supported
JAJDAD,2,False,True,True,molecular_multinuclear_supported
SEGZUA,13,True,False,False,polymeric_or_extended_future_scope
QAYLAG,4,True,False,True,molecular_multinuclear_supported
XOJZAA,2,False,False,True,molecular_multinuclear_supported
HUJCEW,8,False,True,False,molecular_multinuclear_supported
HOGXEK,2,False,False,True,molecular_multinuclear_supported
TULGUF,2,False,False,True,molecular_multinuclear_supported
ZOZCUQ,4,True,False,False,molecular_multinuclear_supported
VIKRUE,3,False,False,True,molecular_multinuclear_supported
OFAJEM,4,False,False,True,molecular_multinuclear_supported
ZOTCAQ,7,False,False,False,molecular_multinuclear_supported
KEPNAX04,5,True,False,True,molecular_multinuclear_supported
YUBQET,4,True,True,True,molecular_multinuclear_supported
WICJOI,2,False,True,True,molecular_multinuclear_supported
CEQXOM,2,False,False,True,molecular_multinuclear_supported
CUFWOR,20,False,True,False,polymeric_or_extended_future_scope
DIHTEW,6,True,False,False,molecular_multinuclear_supported
WILMUZ,2,False,False,True,molecular_multinuclear_supported
VUZLOT04,4,True,False,True,molecular_multinuclear_supported
YOJHUA,2,False,False,False,ambiguous_bonding_uncertain
RUKVID,4,False,True,True,molecular_multinuclear_supported
CUGLYM23,2,True,False,True,molecular_multinuclear_supported
QIZVED,2,False,False,True,molecular_multinuclear_supported
XOTXAG,4,True,False,True,molecular_multinuclear_supported
VOYDOE,3,False,False,True,molecular_multinuclear_supported
KAJPIW,5,False,True,True,molecular_multinuclear_supported
GICDUT,2,True,False,True,molecular_multinuclear_supported
DUFKAQ,2,False,False,True,molecular_multinuclear_supported
ECOMAM,3,False,True,True,molecular_multinuclear_supported
PILWIS,8,False,False,True,molecular_multinuclear_supported
ZOHLIU,132,False,False,False,polymeric_or_extended_future_scope
DUGZUE,2,False,False,True,molecular_multinuclear_supported
WOMCOS,16,False,True,False,polymeric_or_extended_future_scope
FILZAF,2,False,True,True,molecular_multinuclear_supported
HEYHOJ,2,False,False,False,molecular_multinuclear_supported
QABZUS,2,True,False,True,molecular_multinuclear_supported
LAZLIJ,5,True,False,True,molecular_multinuclear_supported
JATWAG,9,True,True,True,molecular_multinuclear_supported
MPNCNI01,2,False,False,True,molecular_multinuclear_supported
MAVJUP,2,True,True,True,molecular_multinuclear_supported
DULNEG,2,False,True,False,disorder_or_partial_occupancy
MOJDIA,18,True,True,False,polymeric_or_extended_future_scope
VARYOD,2,False,True,True,molecular_multinuclear_supported
HAXSUW,2,True,False,True,molecular_multinuclear_supported
NAMROL,3,True,False,True,molecular_multinuclear_supported
SEJVOS,2,False,True,True,molecular_multinuclear_supported
FIQYOV,7,False,False,False,molecular_multinuclear_supported
FAHYOE,2,False,False,True,molecular_multinuclear_supported
OSACIV,18,False,False,False,polymeric_or_extended_future_scope
BAJMUX,2,True,True,True,molecular_multinuclear_supported
NADVOF,2,False,False,False,molecular_multinuclear_supported
IYOTOI,2,True,False,True,molecular_multinuclear_supported
JUGHIG,43,False,True,False,polymeric_or_extended_future_scope
JUTSAS,2,False,False,False,molecular_multinuclear_supported
BEPDAB,4,False,False,False,molecular_multinuclear_supported
TAWWOG,9,True,True,True,molecular_multinuclear_supported
KEVKEB,2,False,False,True,molecular_multinuclear_supported
IZUSEB,2,False,False,True,molecular_multinuclear_supported
LOHTIP,4,True,True,True,molecular_multinuclear_supported
BUZFAE,2,False,False,True,molecular_multinuclear_supported
BUXGUZ,3,False,False,True,molecular_multinuclear_supported
VICFIY,4,False,True,True,molecular_multinuclear_supported
REKSUW,2,False,False,True,molecular_multinuclear_supported
HULBEV,2,False,False,True,molecular_multinuclear_supported
ZITVEG,2,False,True,True,molecular_multinuclear_supported
BOXVOA,4,False,True,True,molecular_multinuclear_supported
DOMCAM,5,True,False,True,molecular_multinuclear_supported
GIQXAG,6,True,False,True,molecular_multinuclear_supported
GAVJUL,2,False,True,True,molecular_multinuclear_supported
AZISEI,3,False,False,True,molecular_multinuclear_supported
AQIFIS,3,True,True,True,molecular_multinuclear_supported
GAQVUP,3,True,False,True,molecular_multinuclear_supported
PUQXUU,8,False,True,False,molecular_multinuclear_supported
DOQROQ,6,True,False,True,molecular_multinuclear_supported
XIBBUF,4,True,True,True,molecular_multinuclear_supported
GOGWIM,6,True,False,True,molecular_multinuclear_supported
WABVIF05,5,True,False,True,molecular_multinuclear_supported
WUZNEM,5,False,False,True,molecular_multinuclear_supported
LAXBOD,12,False,True,True,molecular_multinuclear_supported
AFUKUI,2,True,True,True,molecular_multinuclear_supported
VORGIW,2,False,False,False,ambiguous_bonding_uncertain
KICCUY,13,True,True,False,polymeric_or_extended_future_scope
NITTIW,2,False,False,True,molecular_multinuclear_supported
NUZWEM,4,False,False,False,molecular_multinuclear_supported
TOHJUX,5,False,True,True,molecular_multinuclear_supported
YUXQOA,3,True,False,True,molecular_multinuclear_supported
CUNCOG,8,True,True,True,molecular_multinuclear_supported
WALROS,4,False,False,True,molecular_multinuclear_supported
ZULLUP,36,False,True,False,polymeric_or_extended_future_scope
VAGWUY,2,False,True,True,molecular_multinuclear_supported
DEFHEE,4,True,False,True,molecular_multinuclear_supported
KOYZED,2,False,False,True,molecular_multinuclear_supported
ELIJUF,5,True,True,True,molecular_multinuclear_supported
QUNGIQ,2,False,True,True,molecular_multinuclear_supported
XAMTAK,3,False,True,True,molecular_multinuclear_supported
TEDMEX,7,True,True,True,molecular_multinuclear_supported
EDELUX03,3,True,True,True,molecular_multinuclear_supported
PUMPUM,2,False,True,True,molecular_multinuclear_supported
XULPEZ,2,True,False,True,molecular_multinuclear_supported
XOCWUK,51,True,True,False,polymeric_or_extended_future_scope
VIGHAU,2,False,True,True,molecular_multinuclear_supported
UTEWOG,17,True,True,False,polymeric_or_extended_future_scope
NUTZOT,3,False,True,True,molecular_multinuclear_supported
EGITOH,10,True,True,True,molecular_multinuclear_supported
ROSROK,4,True,False,True,molecular_multinuclear_supported
GUYCEI,5,False,False,True,molecular_multinuclear_supported
ZAZVEF,3,True,False,True,molecular_multinuclear_supported
VOFXIA,2,True,False,True,molecular_multinuclear_supported
VEDFUJ,2,False,True,True,molecular_multinuclear_supported
SIKMOP,2,False,False,True,molecular_multinuclear_supported
YIHZAR,2,True,False,True,molecular_multinuclear_supported
SAJYIM,7,True,True,True,molecular_multinuclear_supported
RAVGAY,6,True,False,True,molecular_multinuclear_supported
ZONMUO,4,True,False,True,molecular_multinuclear_supported
AHAYOX01,9,False,True,True,molecular_multinuclear_supported
XAGTEG,2,False,False,True,molecular_multinuclear_supported
DOSQIN,2,False,False,False,ambiguous_bonding_uncertain
ICIVUN,2,False,True,True,molecular_multinuclear_supported
FEYLIH,4,False,True,True,molecular_multinuclear_supported
JIXPIQ,2,False,True,True,molecular_multinuclear_supported
USUQEF,4,False,False,False,molecular_multinuclear_supported
ASPTCO,15,False,False,False,polymeric_or_extended_future_scope
CACYUA10,2,False,False,True,molecular_multinuclear_supported
TAMYEL,8,False,False,False,molecular_multinuclear_supported
EKIQAR,2,True,False,True,molecular_multinuclear_supported
FIJYEG,2,False,True,False,molecular_multinuclear_supported
PALSUR,2,False,True,True,molecular_multinuclear_supported
BAQPEQ,3,True,False,True,molecular_multinuclear_supported
GENDEL,32,False,True,False,polymeric_or_extended_future_scope
OHUGUU03,2,False,False,True,molecular_multinuclear_supported
OGEFOZ,3,True,True,True,molecular_multinuclear_supported
ZANWIX,2,False,False,False,ambiguous_bonding_uncertain
ADOWEY,30,True,False,False,polymeric_or_extended_future_scope
YAHQEE,5,True,False,True,molecular_multinuclear_supported
UXOXIQ,2,False,True,True,molecular_multinuclear_supported
SOLZOM,5,True,True,True,molecular_multinuclear_supported
HAGVAN,4,False,False,True,molecular_multinuclear_supported
FONPUW,7,True,True,True,molecular_multinuclear_supported
XEJROU,3,False,True,True,molecular_multinuclear_supported
GEGFUT,7,False,False,True,molecular_multinuclear_supported
VEYFIQ,2,False,True,True,molecular_multinuclear_supported
ESULIO,2,False,False,True,molecular_multinuclear_supported
IDUNED,5,True,True,True,molecular_multinuclear_supported
FOGWEF01,2,False,False,True,molecular_multinuclear_supported
CENGAF01,6,False,False,True,molecular_multinuclear_supported
YUZBED14,3,True,False,True,molecular_multinuclear_supported
ALIZEA,2,False,True,True,molecular_multinuclear_supported
SETVAR,5,True,False,True,molecular_multinuclear_supported
RUDKEJ,9,True,False,True,molecular_multinuclear_supported
KISKAC,3,False,False,True,molecular_multinuclear_supported
OXUDES02,2,False,False,True,molecular_multinuclear_supported
LUTVEF,2,False,False,True,molecular_multinuclear_supported
CUWJAG,2,False,False,True,molecular_multinuclear_supported
OLIHAT,5,False,False,True,molecular_multinuclear_supported
WADJET,3,True,True,False,molecular_multinuclear_supported
VAXJUC,21,True,True,False,polymeric_or_extended_future_scope
VAFJEV,4,False,True,True,molecular_multinuclear_supported
RETWAO,2,False,True,True,molecular_multinuclear_supported
DMXPMO10,2,False,False,True,molecular_multinuclear_supported
IPACIO,12,False,True,True,molecular_multinuclear_supported
TIQTAR,2,False,True,True,molecular_multinuclear_supported
NIKRUX,2,False,False,True,molecular_multinuclear_supported
FEFCOI,2,False,False,True,molecular_multinuclear_supported
ONOBID,2,False,True,True,molecular_multinuclear_supported
WOWKEA,2,False,False,True,molecular_multinuclear_supported
DOWFUS,10,True,False,True,molecular_multinuclear_supported
XANHAY,4,True,False,True,molecular_multinuclear_supported
LASBOX,2,False,True,True,molecular_multinuclear_supported
VEGMON,2,False,True,True,molecular_multinuclear_supported
WEBZUY,2,False,False,True,molecular_multinuclear_supported
BEKCUR,2,False,False,False,ambiguous_bonding_uncertain
YUBCUV,3,False,True,False,molecular_multinuclear_supported
HUPWEY,2,False,True,True,molecular_multinuclear_supported
VOTFER,2,False,True,True,molecular_multinuclear_supported
BURKAE,2,False,True,True,molecular_multinuclear_supported
RILNIN,3,False,True,True,molecular_multinuclear_supported
EDIZEX,3,False,False,True,molecular_multinuclear_supported
DUYBOR,5,True,True,False,molecular_multinuclear_supported
XURXIR,2,False,False,True,molecular_multinuclear_supported
DIXRUZ,28,False,True,False,polymeric_or_extended_future_scope
VANWAJ,7,False,True,True,molecular_multinuclear_supported
HAYFES,8,False,False,True,molecular_multinuclear_supported
BAKHUR,3,True,False,True,molecular_multinuclear_supported
TUWPOR,7,True,False,True,molecular_multinuclear_supported
JIQYAK,3,True,False,True,molecular_multinuclear_supported
GANQEU,2,False,False,True,molecular_multinuclear_supported
KISZER,3,False,False,True,molecular_multinuclear_supported
LATPOO,2,True,True,True,molecular_multinuclear_supported
QOJNAI,30,True,True,False,polymeric_or_extended_future_scope
FINBIO,2,False,True,True,molecular_multinuclear_supported
KUYLAS,2,False,False,True,molecular_multinuclear_supported
NOMZUL,3,False,True,True,molecular_multinuclear_supported
IPUMUB,2,False,False,True,molecular_multinuclear_supported
XAQRIU,3,False,True,True,molecular_multinuclear_supported
AJIHEI,3,True,False,True,molecular_multinuclear_supported
CPHCOP,2,False,False,True,molecular_multinuclear_supported
DOJRIG,6,True,True,True,molecular_multinuclear_supported
QABVIA,2,False,False,False,molecular_multinuclear_supported
HAKRIX,2,False,False,True,molecular_multinuclear_supported
WAQPEL,2,False,False,True,molecular_multinuclear_supported
VUVCOG,8,False,False,True,molecular_multinuclear_supported
AJAKEC,4,False,False,True,molecular_multinuclear_supported
PEQNEE01,8,False,False,True,molecular_multinuclear_supported
YUJSED,30,False,True,False,polymeric_or_extended_future_scope
QAWXAP,18,False,True,False,polymeric_or_extended_future_scope
IFEPUG10,3,True,True,True,molecular_multinuclear_supported
GEWDAN,2,False,False,True,molecular_multinuclear_supported
CPOSMN,2,False,False,False,ambiguous_bonding_uncertain
CEGCIA,6,False,False,True,molecular_multinuclear_supported
QIFHIW,4,False,True,True,molecular_multinuclear_supported
