refcode,n_metals,is_polymeric,has_disorder,old_failure_stage,old_failure_reason,diagnosis_category,fix_applied,fix_result
XENLEL,4,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
GESPEC,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
KITNIM01,9,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
PENDOE,6,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
UCEZOS,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
CIMWIH,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
APOHIZ,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
EWEYAH,9,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
FICYEY01,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
QALTIK,3,False,True,site_detection,no_sites_found,disorder_or_partial_occupancy,,out_of_scope
HILDUB,8,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
UGUKEN,13,True,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
FEQQEA,16,True,False,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
GEWFIZ,16,False,True,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
TALHIY,32,True,True,metal_count,too_many_metals_32,polymeric_or_extended_future_scope,,out_of_scope
RONDUX,8,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
QUTLIC,3,False,True,site_detection,no_sites_found,disorder_or_partial_occupancy,,out_of_scope
XAMNOQ,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
GUDTOS06,30,True,True,metal_count,too_many_metals_30,polymeric_or_extended_future_scope,,out_of_scope
EMUGIC,11,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
BOXBUN01,9,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
KIKLUL,6,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
JANYUT01,12,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
DOCPIU,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
WUZSOC,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
MAMTAW,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
ZIFRUF,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
NOKBOF,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
WAGJOG,21,False,True,metal_count,too_many_metals_21,polymeric_or_extended_future_scope,,out_of_scope
KEDYUP,20,False,True,metal_count,too_many_metals_20,polymeric_or_extended_future_scope,,out_of_scope
NUFQUC,16,False,True,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
QISVEU,14,True,True,metal_count,too_many_metals_14,polymeric_or_extended_future_scope,,out_of_scope
QUPFEN,52,False,True,metal_count,too_many_metals_52,polymeric_or_extended_future_scope,,out_of_scope
WOFFEE,6,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
PYMOCM,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
BUMEMO,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
CODKAJ,13,True,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
NIWYOI,21,True,False,metal_count,too_many_metals_21,polymeric_or_extended_future_scope,,out_of_scope
YABMEW,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
FASXOM,3,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
RUYQEL,36,False,True,metal_count,too_many_metals_36,polymeric_or_extended_future_scope,,out_of_scope
LAXRIO,36,False,True,metal_count,too_many_metals_36,polymeric_or_extended_future_scope,,out_of_scope
DUHGIZ,24,False,True,metal_count,too_many_metals_24,polymeric_or_extended_future_scope,,out_of_scope
OTIKEJ,81,False,True,metal_count,too_many_metals_81,polymeric_or_extended_future_scope,,out_of_scope
YOHBOQ,16,False,True,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
DANGOQ,29,False,False,metal_count,too_many_metals_29,polymeric_or_extended_future_scope,,out_of_scope
ROSZEI,2,False,True,site_detection,no_sites_found,disorder_or_partial_occupancy,,out_of_scope
VOWYUD,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
REJHIX,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
ZIRNIX,8,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
NATHOH,23,True,True,metal_count,too_many_metals_23,polymeric_or_extended_future_scope,,out_of_scope
YOHJAG,20,False,False,metal_count,too_many_metals_20,polymeric_or_extended_future_scope,,out_of_scope
DOMXEJ,3,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
AGEXIX,22,False,True,metal_count,too_many_metals_22,polymeric_or_extended_future_scope,,out_of_scope
FUYREX,15,False,True,metal_count,too_many_metals_15,polymeric_or_extended_future_scope,,out_of_scope
DAMMAI,24,False,False,metal_count,too_many_metals_24,polymeric_or_extended_future_scope,,out_of_scope
DUPKEI,13,False,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
BUDGEO,18,True,True,metal_count,too_many_metals_18,polymeric_or_extended_future_scope,,out_of_scope
CAYMIY,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
UJUBAD,7,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
IYUWIJ,28,False,True,metal_count,too_many_metals_28,polymeric_or_extended_future_scope,,out_of_scope
MORXUM,3,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
NIYBOQ,18,False,True,metal_count,too_many_metals_18,polymeric_or_extended_future_scope,,out_of_scope
UFOTOB,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
UQEFIG,7,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
KIBSUN,13,True,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
AWAKEP,18,False,True,metal_count,too_many_metals_18,polymeric_or_extended_future_scope,,out_of_scope
DENHIQ,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
FESTAA,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
WOYHEA,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
POLCUO,3,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
MIWZOL,14,False,True,metal_count,too_many_metals_14,polymeric_or_extended_future_scope,,out_of_scope
SUBVAQ,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
CEPYOP,12,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
GAHWER,3,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
PUSZUC,12,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
FEPQIE,24,False,True,metal_count,too_many_metals_24,polymeric_or_extended_future_scope,,out_of_scope
CECCIZ,12,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
OXOCIQ,22,False,False,metal_count,too_many_metals_22,polymeric_or_extended_future_scope,,out_of_scope
DAVNOG,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
ZALGUS,24,True,True,metal_count,too_many_metals_24,polymeric_or_extended_future_scope,,out_of_scope
YILQUH,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
NIWQIV,13,False,False,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
JOVYAY,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
BEMCIG,8,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
NUVTEG,31,True,True,metal_count,too_many_metals_31,polymeric_or_extended_future_scope,,out_of_scope
WIJFAY,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
JOWGOU,12,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
EHEPOX,24,False,False,metal_count,too_many_metals_24,polymeric_or_extended_future_scope,,out_of_scope
JIGMUH,3,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
KICCOS,13,True,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
CIWZAL,13,False,False,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
KIBFEH,12,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
ENEZIH,13,True,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
WAQBOJ,16,True,True,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
CPDCOP02,5,False,True,site_detection,no_sites_found,disorder_or_partial_occupancy,,out_of_scope
WOGYEZ01,13,True,False,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
WIXYAH,3,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
TETYUP,18,False,True,metal_count,too_many_metals_18,polymeric_or_extended_future_scope,,out_of_scope
PAVSEO,7,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
KUWNAV,12,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
KESKUP,4,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
OYICEG,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
POMKUX,3,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
KOCBIN,8,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
MALPOI,12,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
WONBEH,7,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
NUMLUC,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
KENPIC,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
BUHFER,8,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
HOXHOS,16,True,True,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
MATFIY,26,True,False,metal_count,too_many_metals_26,polymeric_or_extended_future_scope,,out_of_scope
WUCFOR,10,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
YEVRID01,8,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
RUVHUM,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
UCOXOZ,14,True,False,metal_count,too_many_metals_14,polymeric_or_extended_future_scope,,out_of_scope
XAVYOM,28,False,True,metal_count,too_many_metals_28,polymeric_or_extended_future_scope,,out_of_scope
POLYUL,14,True,False,metal_count,too_many_metals_14,polymeric_or_extended_future_scope,,out_of_scope
TUFNOX01,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
QAVDUM,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
ECOKAM,20,False,True,metal_count,too_many_metals_20,polymeric_or_extended_future_scope,,out_of_scope
PIQTES,12,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
ALADEA,3,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
MANCUD,27,True,True,metal_count,too_many_metals_27,polymeric_or_extended_future_scope,,out_of_scope
QAKNAS,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
LIRFAX,18,False,True,metal_count,too_many_metals_18,polymeric_or_extended_future_scope,,out_of_scope
KUFCOG,23,False,True,metal_count,too_many_metals_23,polymeric_or_extended_future_scope,,out_of_scope
QOJMUB,23,True,True,metal_count,too_many_metals_23,polymeric_or_extended_future_scope,,out_of_scope
CUBZIL,8,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
QOKBEZ,19,True,True,metal_count,too_many_metals_19,polymeric_or_extended_future_scope,,out_of_scope
YOGMOX,34,True,True,metal_count,too_many_metals_34,polymeric_or_extended_future_scope,,out_of_scope
DAYYEH,8,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
DEGBAW,13,False,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
NIYSUM,25,True,True,metal_count,too_many_metals_25,polymeric_or_extended_future_scope,,out_of_scope
UHOPEQ,7,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
JELFEO,4,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
EMOYIP,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
RIPJOR,14,False,True,metal_count,too_many_metals_14,polymeric_or_extended_future_scope,,out_of_scope
BALNOR,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
JASHAP,5,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
YAWDEJ,13,True,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
KOMLUW,13,True,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
ATOMOO,22,True,True,metal_count,too_many_metals_22,polymeric_or_extended_future_scope,,out_of_scope
TORQEW,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
ZOBMIM,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
HIYPEN,3,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
XIYFOB,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
PIQSUH,30,True,True,metal_count,too_many_metals_30,polymeric_or_extended_future_scope,,out_of_scope
INOFAV,37,True,True,metal_count,too_many_metals_37,polymeric_or_extended_future_scope,,out_of_scope
ACOLEM,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
REMNOO,15,False,False,metal_count,too_many_metals_15,polymeric_or_extended_future_scope,,out_of_scope
IYOSOH,20,False,True,metal_count,too_many_metals_20,polymeric_or_extended_future_scope,,out_of_scope
ZIVFOD,26,True,True,metal_count,too_many_metals_26,polymeric_or_extended_future_scope,,out_of_scope
FEGHEE,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
FODBEH,13,False,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
LIWTET,17,True,False,metal_count,too_many_metals_17,polymeric_or_extended_future_scope,,out_of_scope
PIGZUB,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
KILDOA,20,False,True,metal_count,too_many_metals_20,polymeric_or_extended_future_scope,,out_of_scope
OWILIR,13,True,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
NUGVIW,63,False,True,metal_count,too_many_metals_63,polymeric_or_extended_future_scope,,out_of_scope
CICQIS,15,True,True,metal_count,too_many_metals_15,polymeric_or_extended_future_scope,,out_of_scope
DOFVAZ,4,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
VUDPIV,16,True,False,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
UWITAY,28,True,True,metal_count,too_many_metals_28,polymeric_or_extended_future_scope,,out_of_scope
FOJPIG,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
WASWUI10,3,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
CATPAO10,6,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
SIVVAX01,14,True,True,metal_count,too_many_metals_14,polymeric_or_extended_future_scope,,out_of_scope
ZUSZIA,34,False,True,metal_count,too_many_metals_34,polymeric_or_extended_future_scope,,out_of_scope
JOBKAO,8,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
CUFPAY,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
MEJZEK,16,False,True,metal_count,too_many_metals_16,polymeric_or_extended_future_scope,,out_of_scope
GOQZER,8,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
NIJYOY,23,True,True,metal_count,too_many_metals_23,polymeric_or_extended_future_scope,,out_of_scope
LUMMAH,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
BIPZAE,3,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
NILPON,6,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
EKOBUB,6,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
COXKEF,6,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
VAXYOM,18,False,True,metal_count,too_many_metals_18,polymeric_or_extended_future_scope,,out_of_scope
IZAZOB,12,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
VUCBIG,7,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
XISCOU,6,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
UJOVUL,7,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
DICZAT,6,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
MUFPEK,36,False,True,metal_count,too_many_metals_36,polymeric_or_extended_future_scope,,out_of_scope
CIDSOZ,93,False,True,metal_count,too_many_metals_93,polymeric_or_extended_future_scope,,out_of_scope
JEDKEJ,13,True,False,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
ECEYEU,13,True,True,metal_count,too_many_metals_13,polymeric_or_extended_future_scope,,out_of_scope
FAGXEQ,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
QAXWUH,6,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
XIFRIQ,10,True,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
VISCOT,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
HIZREO,2,False,False,site_detection,no_sites_found,ambiguous_bonding_uncertain,,out_of_scope
KOCZIN,2,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
FOTROW,4,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
KADFII,2,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
DICVAP,14,True,True,metal_count,too_many_metals_14,polymeric_or_extended_future_scope,,out_of_scope
COCYOL,8,False,True,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
VAFGOC,3,False,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,parser_roundtrip_bug,bfs_label_fix,now_passes
