refcode,metal,oxidation_state,d_count,donor_set,denticity_pattern,S_TBPY,S_SPY,log_S_TBPY,log_S_SPY,boundary_delta,path_coordinate,boundary_coordinate,L0_hash,L1_hash,L3_hash
XALWEP,Cu,+2,d9,,,8.6600,8.2100,0.9375,0.9143,0.4500,0.5133,0.0267,985489319131,123745856257,181561799367
XALZOC,Re,,,"Br,C",1-1-1-1,6.2700,6.4300,0.7973,0.8082,0.1600,0.4937,0.0126,186033818648,558486530741,36446675709
XAMCIB,W,,,,,0.7100,6.0100,-0.1487,0.7789,5.3000,0.1057,0.7887,46286236273,614267629463,471595048322
XAMGIF,Ru,+2,d6,C,1-1,5.3000,6.0700,0.7243,0.7832,0.7700,0.4661,0.0677,338423235482,86094300346,819325617356
XAMJAA,Os,,,,,6.2000,6.2900,0.7924,0.7987,0.0900,0.4964,0.0072,416718655763,997416157135,658912623709
XAMMUT,Ti,,,S,1-1,0.0900,5.2900,-1.0458,0.7235,5.2000,0.0167,0.9665,45496179867,774837376862,446721264952
XAMPIK,Ta,,,,,5.7900,6.4900,0.7627,0.8122,0.7000,0.4715,0.0570,730040322809,35107289203,890396764440
XAMPOQ,Ta,,,,,3.1800,6.6500,0.5024,0.8228,3.4700,0.3235,0.3530,913389624292,447633227277,929992011440
XAMPUW,Ta,,,,,3.1900,5.9900,0.5038,0.7774,2.8000,0.3475,0.3050,874073016174,886587718842,425254767978
XAMVIQ,Cu,+2,d9,,,0.8100,3.0100,-0.0915,0.4786,2.2000,0.2120,0.5759,31710390419,565934823354,139086585013
XAMVOW,Cu,+2,d9,N,2,2.3800,4.2000,0.3766,0.6232,1.8200,0.3617,0.2766,411374225537,232286293866,483963638555
XANCAR,Zn,+2,d10,N,2,5.0000,5.8600,0.6990,0.7679,0.8600,0.4604,0.0792,876477917158,270095133650,145926510619
XANJOL,W,,,"C,N",3-1-1-1,6.2000,3.9700,0.7924,0.5988,2.2300,0.6096,0.2193,752788999993,806269658501,970466109906
XANKAY,W,,,"C,N",3-1-1-1,5.6900,13.0000,0.7551,1.1139,7.3100,0.3044,0.3911,867395856699,990239049473,849720439388
XANLIH,Os,,,P,2-2,6.8800,7.0200,0.8376,0.8463,0.1400,0.4950,0.0101,354155746473,608806921059,728190183178
XANLUT,Ru,+2,d6,P,2-2,5.1000,5.1500,0.7076,0.7118,0.0500,0.4976,0.0049,275732526502,447672820708,650065224412
XANWER,Fe,+2,d6,"As,C",1-1,0.8300,1.9000,-0.0809,0.2788,1.0700,0.3040,0.3919,175909607658,299136965040,574398923200
XANYIX,Co,+2,d7,,,0.7900,1.8900,-0.1024,0.2765,1.1000,0.2948,0.4104,936068589512,913336031026,839603234637
XANYOD,Co,+2,d7,,,0.7000,5.1900,-0.1549,0.7152,4.4900,0.1188,0.7623,459716105739,637800268230,839603234637
XAPSIQ,Os,,,P,1-1,0.7600,5.5000,-0.1192,0.7404,4.7400,0.1214,0.7572,539857216671,261074358022,923945863232
XAPVIU,V,,,,,5.4300,5.8900,0.7348,0.7701,0.4600,0.4797,0.0406,560899190950,546525770846,711057995408
XAPYUK,Cu,+2,d9,"N,O",2-2,4.9400,6.2700,0.6937,0.7973,1.3300,0.4407,0.1186,373627379497,864545019577,997557547001
XAPZAR,Cu,+2,d9,"N,O",2-2,4.2500,5.8700,0.6284,0.7686,1.6200,0.4200,0.1601,482771311046,554371058196,573851434535
XAPZAR02,Cu,+2,d9,"N,O",2-2,0.7100,6.4800,-0.1487,0.8116,5.7700,0.0987,0.8025,148926995757,781330244552,573851434535
XAPZOD,Fe,+2,d6,"C,P",1-1,0.3800,5.6600,-0.4202,0.7528,5.2800,0.0629,0.8742,221510661530,546596546292,708097469392
XAQBAS,Fe,+2,d6,"C,P",1-1,0.4200,1.2300,-0.3768,0.0899,0.8100,0.2545,0.4909,58349512702,948467361648,781196461482
XAQCAT,Fe,+2,d6,P,1-1,0.6100,1.2000,-0.2147,0.0792,0.5900,0.3370,0.3260,445982742872,704739652698,273297473151
XAQDOM,Ru,+2,d6,"C,N",2-2,7.1000,8.7100,0.8513,0.9400,1.6100,0.4491,0.1018,831076414094,829213514285,842704020264
XAQDUS,Ru,+2,d6,"C,N",2-2,8.1000,10.1300,0.9085,1.0056,2.0300,0.4443,0.1114,112899801634,384982733252,679797822809
XAQFAA,Ru,+2,d6,"C,N",2-2,7.0000,9.0700,0.8451,0.9576,2.0700,0.4356,0.1288,512482093527,405135306806,611906548497
XAQMIP,Cu,+2,d9,"Cl,N",1-1,5.4700,5.9600,0.7380,0.7752,0.4900,0.4786,0.0429,80279245567,436436647031,782492379170
XAQPAG,Pt,+2,d8,"C,N",2-1-1,0.1600,1.1200,-0.7959,0.0492,0.9600,0.1250,0.7500,377796348980,604360921370,323949145419
XAQPEO,Cu,+2,d9,,,0.9100,1.3300,-0.0410,0.1239,0.4200,0.4062,0.1875,440830382904,461923937696,930676548226
XAQRUC,Ta,,,,,11.7800,11.7200,1.0711,1.0689,0.0600,0.5013,0.0026,727370248798,419596392259,532473762337
XARFOP,Zn,+2,d10,,,0.5700,4.6600,-0.2441,0.6684,4.0900,0.1090,0.7820,123679526489,164187697425,132528769114
XARNIQ,Ti,,,P,1-1,1.2200,1.6500,0.0864,0.2175,0.4300,0.4251,0.1498,523489379846,482922727550,904318495336
XARTIT,Mn,,,,,5.0200,6.0400,0.7007,0.7810,1.0200,0.4539,0.0922,189872842438,346254925476,190075479426
XARWUL,Ni,+2,d8,N,1-1,4.4900,5.3700,0.6522,0.7300,0.8800,0.4554,0.0892,394082287247,763296970596,906583325442
XARXAS,Ni,+2,d8,"N,O",1-1-1-1,0.1500,1.2500,-0.8239,0.0969,1.1000,0.1071,0.7857,465610104094,704767424904,75895030173
XASBEC,Re,,,,,0.4100,0.6500,-0.3872,-0.1871,0.2400,0.3868,0.2264,396022914448,121372862605,988070249019
XASFOP,Cu,+2,d9,,,1.3000,4.5900,0.1139,0.6618,3.2900,0.2207,0.5586,548198577092,760166921291,81917272267
XASGUU,Cu,+2,d9,N,2-2,4.4000,5.7900,0.6435,0.7627,1.3900,0.4318,0.1364,260876542311,871158929840,576591059654
XATDAZ,Ru,+2,d6,"C,N,P",1-1-1-1,1.9600,6.9700,0.2923,0.8432,5.0100,0.2195,0.5610,362925300178,69941340963,480149326115
XATFED,Re,,,"C,O,P",1-1-1-1,5.9500,6.3200,0.7745,0.8007,0.3700,0.4849,0.0302,780410059472,616454369329,114080734813
XATHIL,Ru,+2,d6,P,1-1,0.5600,1.3500,-0.2518,0.1303,0.7900,0.2932,0.4136,784003897309,368130544207,639086949575
XATHIL01,Ru,+2,d6,P,1-1,0.5600,1.3400,-0.2518,0.1271,0.7800,0.2947,0.4105,533040054172,368130544207,639086949575
XATJUZ,Ru,+2,d6,"Cl,O",1-1,5.6400,6.1600,0.7513,0.7896,0.5200,0.4780,0.0441,918839444237,812876308634,737755065530
XATMUA,Cu,+2,d9,"N,O",1-1,0.6200,0.6900,-0.2076,-0.1612,0.0700,0.4733,0.0534,124775949831,271616530373,699791788142
XATROC,Zn,+2,d10,N,1-1,4.6700,6.0000,0.6693,0.7782,1.3300,0.4377,0.1246,434092584403,347927054648,188798002891
XATXUP,V,,,,,0.1500,0.6800,-0.8239,-0.1675,0.5300,0.1807,0.6386,854719838059,573195848560,133836767834
XAVCAA,Mn,,,,,4.6500,6.2000,0.6675,0.7924,1.5500,0.4286,0.1429,462712180994,629493427830,743945849777
XAVCII,Mn,,,,,4.4700,6.1900,0.6503,0.7917,1.7200,0.4193,0.1614,958551844154,225475793692,693739841824
XAVCOO,Mn,,,,,4.6000,6.0000,0.6628,0.7782,1.4000,0.4340,0.1321,616059826370,584241952859,423698048074
XAVDAB,Mn,,,,,4.8000,5.8900,0.6812,0.7701,1.0900,0.4490,0.1020,60025603982,700850876646,816181818405
XAVFOT,Cu,+2,d9,N,1-1,4.7100,5.7500,0.6730,0.7597,1.0400,0.4503,0.0994,300025741209,514409874790,493302168639
XAVJOX,Ru,+2,d6,N,4,5.3800,5.6300,0.7308,0.7505,0.2500,0.4886,0.0227,253224892447,707315662870,725708339329
XAVNOX,Ir,,,"As,C,N",1-1-1-1,5.4600,6.2300,0.7372,0.7945,0.7700,0.4671,0.0659,824359191232,683709024477,595814695025
XAVQEU,Co,+2,d7,P,2-2,0.1500,1.3100,-0.8239,0.1173,1.1600,0.1027,0.7945,406957855208,933377808654,662548084269
XAVROD,Y,,,,,0.4200,5.9100,-0.3768,0.7716,5.4900,0.0664,0.8673,416482924345,460370882959,111950768111
XAVSAR,V,,,,,5.3100,6.1500,0.7251,0.7889,0.8400,0.4634,0.0733,120384890178,121597178940,755499309108
XAVSAR01,V,,,,,0.1800,0.8600,-0.7447,-0.0655,0.6800,0.1731,0.6538,609856023797,339876895544,755499309108
XAVSEW,Ru,+2,d6,N,4,0.0800,0.9000,-1.0969,-0.0458,0.8200,0.0816,0.8367,329952826122,397863815465,750034943107
XAVSIA,Ru,+2,d6,N,4,0.4300,0.6700,-0.3665,-0.1739,0.2400,0.3909,0.2182,89365224845,618104870917,319766898584
XAVSIZ,V,,,,,0.1600,0.8900,-0.7959,-0.0506,0.7300,0.1524,0.6952,550427873533,497211184439,462770563846
XAVVID,V,,,,,8.9900,5.1600,0.9538,0.7126,3.8300,0.6353,0.2707,883523006261,259327440788,466867472953
XAVWOJ,Cu,+2,d9,N,1-1,4.8200,6.7100,0.6830,0.8267,1.8900,0.4180,0.1639,199452690006,659272419035,455298122855
XAVWUP,Cu,+2,d9,N,1-1,4.9900,5.4100,0.6981,0.7332,0.4200,0.4798,0.0404,109831981736,194664759493,754026336042
XAVXIC,Cu,+2,d9,N,2,0.0500,0.8400,-1.3010,-0.0757,0.7900,0.0562,0.8876,580548103971,999394576849,318516042617
XAVXOI,Cu,+2,d9,N,2,0.0200,3.8200,-1.6990,0.5821,3.8000,0.0052,0.9896,135040362204,380182625062,838847984767
XAVXUO,Cu,+2,d9,N,2,0.0500,5.4500,-1.3010,0.7364,5.4000,0.0091,0.9818,500439523745,978148340428,711721515510
XAVYAV,Cu,+2,d9,N,2,0.1600,5.9200,-0.7959,0.7723,5.7600,0.0263,0.9474,542502546537,779355855023,649300430892
XAVYEZ,Co,+2,d7,N,2,0.0600,5.4600,-1.2218,0.7372,5.4000,0.0109,0.9783,951969793611,889368772751,8471246067
XAVYID,Co,+2,d7,N,2,0.0600,5.5200,-1.2218,0.7419,5.4600,0.0108,0.9785,556630392310,916648772796,20320595611
XAVYOJ,Co,+2,d7,N,2,0.1300,5.4400,-0.8861,0.7356,5.3100,0.0233,0.9533,880050926180,513039225652,191739977684
XAVZED,Ru,+2,d6,"C,O",1-1,5.6600,5.7000,0.7528,0.7559,0.0400,0.4982,0.0035,727522732160,686280382080,46463819390
XAVZIH,Ru,+2,d6,"C,O",1-1,0.2700,1.8900,-0.5686,0.2765,1.6200,0.1250,0.7500,174816743010,939966930113,440600165933
XAWDAB,Mo,,,,,5.1000,5.7500,0.7076,0.7597,0.6500,0.4700,0.0599,428818110886,647329623098,330275782679
XAWFEJ,V,,,"Cl,N",1-1,0.4900,1.0500,-0.3098,0.0212,0.5600,0.3182,0.3636,311010881972,844289345279,987972409980
XAWJAG,Os,,,"C,N",1-1,5.4300,6.0500,0.7348,0.7818,0.6200,0.4730,0.0540,606739323987,32232664865,908113318456
XAWJOX,Cu,+2,d9,"N,O",1-1-1-1,8.1200,9.7200,0.9096,0.9877,1.6000,0.4552,0.0897,384247839053,267021911968,129593472058
XAWSIY,Ti,,,"Cl,N",1-1,0.7900,6.0100,-0.1024,0.7789,5.2200,0.1162,0.7676,916422028156,798579277699,891902249644
XAWSOE,Zr,,,"Cl,N",1-1,1.2000,1.8100,0.0792,0.2577,0.6100,0.3987,0.2027,384964306076,693245894902,950211439934
XAWSUK,Zr,,,"Cl,N",1-1,0.9300,2.0200,-0.0315,0.3054,1.0900,0.3153,0.3695,634000938303,712712600844,440476815283
XAXBIJ,Zn,+2,d10,,,6.4700,6.8300,0.8109,0.8344,0.3600,0.4865,0.0271,60967001936,911145247535,773007893533
XAXGIN,Zn,+2,d10,N,1-1,0.2500,5.6600,-0.6021,0.7528,5.4100,0.0423,0.9154,491511019022,875743924796,180574775274
XAXPAN,Cu,+2,d9,"N,O",1-1-1-1,0.2500,0.6200,-0.6021,-0.2076,0.3700,0.2874,0.4253,509130840527,21397786483,758763342926
XAXRIB,Cu,+2,d9,"N,O",1-1-1-1,7.5300,8.8100,0.8768,0.9450,1.2800,0.4608,0.0783,396732887830,67323103462,628708292864
XAXTAU,Fe,+2,d6,,,0.7300,1.3900,-0.1367,0.1430,0.6600,0.3443,0.3113,750964057832,777199848955,120986117085
XAXVAW,Fe,+2,d6,,,0.4100,1.4700,-0.3872,0.1673,1.0600,0.2181,0.5638,362921965788,474378330804,990226196866
XAXVIC,Re,,,,,5.0800,6.2900,0.7059,0.7987,1.2100,0.4468,0.1064,651347447990,260977369970,243375017372
XAYBIJ,Mn,,,,,0.9400,1.8400,-0.0269,0.2648,0.9000,0.3381,0.3237,144087208329,115168782484,816910114280
XAYBOR,Fe,+2,d6,,,5.7200,6.1900,0.7574,0.7917,0.4700,0.4803,0.0395,72119507778,695418587916,990226196866
XAYBUV,Mn,,,,,0.9700,1.6400,-0.0132,0.2148,0.6700,0.3716,0.2567,418695313904,699859854378,876871872639
XAZTEY,Cu,+2,d9,N,1-1,4.6400,10.3700,0.6665,1.0158,5.7300,0.3091,0.3817,508562346515,324404096384,193738030198
XAZTUN,Re,,,P,1-1,3.5000,4.3200,0.5441,0.6355,0.8200,0.4476,0.1049,602183933743,643042589420,877169081778
XEBLIA,Cu,+2,d9,S,2,0.0700,0.6900,-1.1549,-0.1612,0.6200,0.0921,0.8158,970898877878,508766362233,205683446393
XEBSIG,Zn,+2,d10,"N,O",1-1,0.2200,0.9500,-0.6576,-0.0223,0.7300,0.1880,0.6239,920018687894,456935228090,600862842760
XECFOC,Cu,+2,d9,"N,O",1-1,4.8500,6.2900,0.6857,0.7987,1.4400,0.4354,0.1293,853058265278,645164587127,96090031313
XECLIC01,Cu,+2,d9,N,2-2,4.6800,5.0900,0.6702,0.7067,0.4100,0.4790,0.0420,253655463937,454024648578,961935760493
XECVUY,Hg,,,,,6.4900,6.8100,0.8122,0.8331,0.3200,0.4880,0.0241,917448858036,995578006262,466977093293
XECWOT,Zn,+2,d10,,,1.2700,4.1200,0.1038,0.6149,2.8500,0.2356,0.5288,200129137423,267421488991,636287479484
XECXUA,Hg,,,,,2.3300,5.9300,0.3674,0.7731,3.6000,0.2821,0.4358,433147256077,476356458496,352144056100
XEDBAM,Co,+2,d7,N,2,0.2300,6.4000,-0.6383,0.8062,6.1700,0.0347,0.9306,900189663951,635167831822,216779442595
XEDDER,Cd,,,,,2.2600,4.7100,0.3541,0.6730,2.4500,0.3242,0.3515,944362437942,537725723760,750298031989
XEDFAN,Zn,+2,d10,"Br,N",1-1,0.7900,5.6400,-0.1024,0.7513,4.8500,0.1229,0.7543,404012356675,313813374446,392439137819
XEDGOF,Ni,+2,d8,,,10.3900,10.9800,1.0166,1.0406,0.5900,0.4862,0.0276,911777631791,788012857759,801373386107
XEDPAZ,Ti,,,"Cl,N",1-1,7.4000,8.2700,0.8692,0.9175,0.8700,0.4722,0.0555,690911605667,371428556037,473609280108
XEDRUT,Cd,,,,,1.2600,4.8300,0.1004,0.6839,3.5700,0.2069,0.5862,406942491088,746697508281,724200558501
XEDSAA,Cd,,,,,4.9700,7.2400,0.6964,0.8597,2.2700,0.4070,0.1859,769265545108,857984049565,765900808694
XEDSOR,Co,+2,d7,,,1.3600,5.2600,0.1335,0.7210,3.9000,0.2054,0.5891,742656748960,49804022806,449876776734
XEDXOT,Ru,+2,d6,"C,N",1-1,5.4500,6.4600,0.7364,0.8102,1.0100,0.4576,0.0848,340011465569,455829844557,763663816687
XEDXUZ,Ru,+2,d6,"C,N,P",1-1-1-1,5.3700,6.3300,0.7300,0.8014,0.9600,0.4590,0.0821,224771187297,634432749994,460232208913
XEFJUN,Ti,,,,,0.3400,2.0600,-0.4685,0.3139,1.7200,0.1417,0.7167,500328370465,45849553518,245892000168
XEFJUO,Cu,+2,d9,"N,O",1-1,4.9400,6.2600,0.6937,0.7966,1.3200,0.4411,0.1179,59635681999,305267870527,752074864426
XEFKAU,Ti,,,,,0.3400,5.8200,-0.4685,0.7649,5.4800,0.0552,0.8896,809924622910,638076210608,800109026190
XEFLEZ,Re,,,,,0.2000,0.9200,-0.6990,-0.0362,0.7200,0.1786,0.6429,217388557928,49487935599,511979817459
XEFNII,Zn,+2,d10,,,0.9000,4.7000,-0.0458,0.6721,3.8000,0.1607,0.6786,168955674907,787522392063,215785126987
XEFNOO,Zn,+2,d10,S,1-1,0.9700,4.5300,-0.0132,0.6561,3.5600,0.1764,0.6473,92225803825,833071774962,175741778324
XEFSEJ,Ru,+2,d6,"N,P",1-1,0.4500,6.0400,-0.3468,0.7810,5.5900,0.0693,0.8613,278545438119,213183487284,999692081805
XEFTAE,Re,,,,,3.5700,5.7300,0.5527,0.7582,2.1600,0.3839,0.2323,268429745722,295629298651,474696038714
XEFVAF,Os,,,P,1-1,5.4600,5.8000,0.7372,0.7634,0.3400,0.4849,0.0302,54413715207,141105042833,164500303721
XEFVEJ,Os,,,P,1-1,5.0800,6.2200,0.7059,0.7938,1.1400,0.4496,0.1009,294841842982,916932311187,246669568152
XEFVIN,Os,,,P,1-1,4.9800,5.9400,0.6972,0.7738,0.9600,0.4560,0.0879,605107621675,548804121252,617495622638
XEFWAH,Fe,+2,d6,,,1.1400,6.7500,0.0569,0.8293,5.6100,0.1445,0.7110,353365871153,1556809815,456261265248
XEFWEL,Fe,+2,d6,,,1.2500,6.3700,0.0969,0.8041,5.1200,0.1640,0.6719,460638995401,578911796514,686196865830
XEFWIP,Fe,+2,d6,,,1.1800,1.3300,0.0719,0.1239,0.1500,0.4701,0.0598,318435882300,684119537864,119239247965
XEFWOV,Fe,+2,d6,,,5.7800,6.7100,0.7619,0.8267,0.9300,0.4628,0.0745,185611753215,899312091864,935260879138
XEFWUB,Fe,+2,d6,,,0.9900,6.5700,-0.0044,0.8176,5.5800,0.1310,0.7381,399541985337,109277571581,511398606658
XEGPEH,Ru,+2,d6,"Cl,N,P",2-1-1,5.9300,6.3700,0.7731,0.8041,0.4400,0.4821,0.0358,517839626335,771555487534,602954413691
XEGPOO,Ti,,,"Cl,N",1-1,6.6600,8.6600,0.8235,0.9375,2.0000,0.4347,0.1305,764249073957,585710882155,587437114612
XEGSOR,Ti,,,,,0.4200,0.8200,-0.3768,-0.0862,0.4000,0.3387,0.3226,606612433989,449778626647,570757458838
XEHBAO,Ru,+2,d6,"C,N,P",3-1,6.1000,6.1500,0.7853,0.7889,0.0500,0.4980,0.0041,874142238095,919154511612,205516561658
XEHBEV,Zn,+2,d10,"Cl,N",1-1,0.5900,1.5200,-0.2291,0.1818,0.9300,0.2796,0.4408,371573655996,995185561066,494228737369
XEHBIW,Ru,+2,d6,"C,N,P",3-1,0.1800,1.2900,-0.7447,0.1106,1.1100,0.1224,0.7551,745519403218,158743227314,963488505361
XEHCUI,Mn,,,"C,P",2-1-1,0.1900,1.2600,-0.7212,0.1004,1.0700,0.1310,0.7379,280409664754,393556202478,587389883480
XEHFAV,Cr,,,,,5.0900,5.9800,0.7067,0.7767,0.8900,0.4598,0.0804,919225444387,40150441530,334264509197
XEHFID,Cr,,,,,0.2800,0.6800,-0.5528,-0.1675,0.4000,0.2917,0.4167,826256476283,318495725761,12534335190
XEHKAZ,Ir,,,C,1-1,0.5100,1.9800,-0.2924,0.2967,1.4700,0.2048,0.5904,693035070969,467172354620,152171667258
XEHKIH,Ir,,,C,1-1,5.5900,6.2500,0.7474,0.7959,0.6600,0.4721,0.0557,62225875803,42909245667,801014147325
XEHKUT,Ir,,,C,1-1,6.2100,6.6300,0.7931,0.8215,0.4200,0.4836,0.0327,576849443013,828237632952,787976514094
XEHLOO,Ir,,,C,1-1,6.2400,6.5400,0.7952,0.8156,0.3000,0.4883,0.0235,684394232078,35541874397,383843677028
XEHPUW,Cu,+2,d9,"N,O",1-1,4.9600,6.8300,0.6955,0.8344,1.8700,0.4207,0.1586,764474207252,270689873739,672445543055
XEHSOW,Cu,+2,d9,,,1.2000,6.1500,0.0792,0.7889,4.9500,0.1633,0.6735,973709519856,348689625140,670937443100
XEHWUE01,Hg,,,,,5.5100,6.7200,0.7412,0.8274,1.2100,0.4505,0.0989,305053589923,136864093475,644173267091
XEJPUZ,Cu,+2,d9,N,1-1,4.6900,6.1500,0.6712,0.7889,1.4600,0.4327,0.1347,734773203610,712040949319,136441656619
XEKBAS,Ni,+2,d8,,,4.4600,5.1700,0.6493,0.7135,0.7100,0.4631,0.0737,222352777683,875662285010,118818645412
XEKBAS01,Ni,+2,d8,,,3.4700,4.9900,0.5403,0.6981,1.5200,0.4102,0.1797,582948229599,568722623776,118818645412
XEKBEW,Ni,+2,d8,,,5.2300,9.1000,0.7185,0.9590,3.8700,0.3650,0.2701,35040141983,502254503707,825716283782
XEKGOL,Zn,+2,d10,,,0.4900,5.0000,-0.3098,0.6990,4.5100,0.0893,0.8215,745776259924,628808127407,249833380879
XEKHAW,Ru,+2,d6,P,1-1,6.2300,6.3900,0.7945,0.8055,0.1600,0.4937,0.0127,914707910334,781655517926,959454744910
XELBUO,Cu,+2,d9,"N,O",2-2,0.5700,0.8000,-0.2441,-0.0969,0.2300,0.4161,0.1679,528190901526,414127748905,127149474231
XELDOJ,Fe,+2,d6,,,5.1700,6.1500,0.7135,0.7889,0.9800,0.4567,0.0866,887672289013,822987785750,799280417858
XELLOR,Cu,+2,d9,"Cl,N",1-1,0.5400,0.8600,-0.2676,-0.0655,0.3200,0.3857,0.2286,343998667613,552957688921,104098779721
XELMAE,Co,+2,d7,,,0.6900,6.5900,-0.1612,0.8189,5.9000,0.0948,0.8104,186950877814,406589530781,834557056403
XELREL,Fe,+2,d6,,,0.9800,6.2900,-0.0088,0.7987,5.3100,0.1348,0.7304,600200168176,219445525312,7182157107
XELXOE,Cu,+2,d9,"N,O",3-1,8.1200,8.8000,0.9096,0.9445,0.6800,0.4799,0.0402,806894161770,972497091732,121412421681
XELYIY,Ru,+2,d6,,,3.0000,5.7000,0.4771,0.7559,2.7000,0.3448,0.3103,332989467501,684896675417,851601745806
XEMBAT,Hg,,,,,1.6300,6.2400,0.2122,0.7952,4.6100,0.2071,0.5858,21479606649,849126908112,198128299082
XEMDEZ,Ti,,,,,6.8800,3.9200,0.8376,0.5933,2.9600,0.6370,0.2741,523156869891,443354553803,714655034233
XEMFEA,Ru,+2,d6,Cl,1-1,0.1100,1.5200,-0.9586,0.1818,1.4100,0.0675,0.8650,877022087649,927363482781,211417880444
XEMFOK,Cu,+2,d9,N,2,4.7900,5.1300,0.6803,0.7101,0.3400,0.4829,0.0343,234419239797,522357172060,864025981934
XEMXAO,V,,,,,4.6200,5.6600,0.6646,0.7528,1.0400,0.4494,0.1012,954133843269,742628488635,403606189586
XEMXAO01,V,,,,,5.7500,5.9900,0.7597,0.7774,0.2400,0.4898,0.0204,364106782901,547599745143,403606189586
XEMZEX,Cd,,,,,1.3200,5.8400,0.1206,0.7664,4.5200,0.1844,0.6313,720086726447,114663018648,751987279668
XEMZUK,Fe,+2,d6,Cl,1-1,0.0900,0.9900,-1.0458,-0.0044,0.9000,0.0833,0.8333,695638118703,895862456684,377279965884
XENBUP,Ru,+2,d6,N,1-1,5.8200,6.9400,0.7649,0.8414,1.1200,0.4561,0.0878,97084393962,911756756070,922256081253
XENDIG,W,,,P,1-1,7.6400,7.6700,0.8831,0.8848,0.0300,0.4990,0.0020,691105061570,918780814637,314457300253
XENLIN,Cu,+2,d9,F,1-1,3.8400,4.4900,0.5843,0.6522,0.6500,0.4610,0.0780,997887914097,505218707539,388581302413
XENLIN01,Cu,+2,d9,F,1-1,0.9700,4.4000,-0.0132,0.6435,3.4300,0.1806,0.6387,634603407350,490296110610,388581302413
XENLIN02,Cu,+2,d9,F,1-1,0.3300,5.6600,-0.4815,0.7528,5.3300,0.0551,0.8898,601055469333,480574488046,388581302413
XENLIN03,Cu,+2,d9,F,1-1,0.3000,5.7800,-0.5229,0.7619,5.4800,0.0493,0.9013,722185205401,480574488046,388581302413
XENRUG,Cu,+2,d9,N,1-1,5.3100,6.0300,0.7251,0.7803,0.7200,0.4683,0.0635,942147907129,251196160261,706104615985
XENZAV,Fe,+2,d6,,,5.0000,6.0400,0.6990,0.7810,1.0400,0.4529,0.0942,590039198128,552875363196,701003147601
XEPDEE,Zn,+2,d10,,,0.5500,6.2600,-0.2596,0.7966,5.7100,0.0808,0.8385,783213502414,332585227294,329227455598
XEPFEE,Zn,+2,d10,"Cl,N",1-1,0.9800,1.8700,-0.0088,0.2718,0.8900,0.3439,0.3123,982170049634,501013227096,916751406029
XEPWAR,Zn,+2,d10,O,1-1,0.1300,5.3300,-0.8861,0.7267,5.2000,0.0238,0.9524,291745734708,74434368979,464302258752
XEPWEV,Zn,+2,d10,O,1-1,0.1200,0.8500,-0.9208,-0.0706,0.7300,0.1237,0.7526,115119830356,375575219691,491638950753
XEQCEF,V,,,N,1-1,0.7000,2.1400,-0.1549,0.3304,1.4400,0.2465,0.5070,741245767371,199454719269,485863295693
XEQKOV,Ru,+2,d6,"Cl,I",1-1,5.7500,6.0000,0.7597,0.7782,0.2500,0.4894,0.0213,756379095289,403598428680,872035025664
XEQLIP,Ru,+2,d6,"C,P",1-1-1-1,4.9700,6.0600,0.6964,0.7825,1.0900,0.4506,0.0988,913910416696,939729365037,558673029853
XEQQIU,Cr,,,C,1-1,0.3100,6.2000,-0.5086,0.7924,5.8900,0.0476,0.9048,867549490999,487997857717,844220103007
XEQQIU01,Cr,,,C,1-1,0.3100,6.2000,-0.5086,0.7924,5.8900,0.0476,0.9048,867549490999,487997857717,844220103007
XEQRAP,Cu,+2,d9,O,1-1,0.2300,6.2000,-0.6383,0.7924,5.9700,0.0358,0.9285,184035678633,523784864714,268285221148
XERHUZ,V,,,,,0.4000,0.9700,-0.3979,-0.0132,0.5700,0.2920,0.4161,485624446067,592567237931,859539751738
XERLEO,Ir,,,"C,O",1-1,11.9800,15.8700,1.0785,1.2006,3.8900,0.4302,0.1397,590579624738,833128857861,925425000091
XERPAO,Rh,+3,d6,"C,N",1-1,0.4100,1.2000,-0.3872,0.0792,0.7900,0.2547,0.4907,295809259093,415973272532,156311662210
XERQUH,Cu,+2,d9,N,1-1,5.0000,5.8200,0.6990,0.7649,0.8200,0.4621,0.0758,915015580610,224673458119,315409556538
XERRIX,Fe,+2,d6,,,0.4500,1.1200,-0.3468,0.0492,0.6700,0.2866,0.4268,791763707019,83367811702,967615896202
XERRUJ,Fe,+2,d6,,,9.8700,7.6600,0.9943,0.8842,2.2100,0.5630,0.1261,856063004783,644720725074,605959384304
XERZIE,Mn,,,,,0.7300,1.3600,-0.1367,0.1335,0.6300,0.3493,0.3014,54558316814,534599619563,465774514289
XESDAE,Fe,+2,d6,N,1-1,0.1000,5.9400,-1.0000,0.7738,5.8400,0.0166,0.9669,1143569709,948450136721,472578267751
XESROE,Ni,+2,d8,N,1-1,0.7600,5.9600,-0.1192,0.7752,5.2000,0.1131,0.7738,317812288849,185004824172,120894279612
XETCAD,Co,+2,d7,"C,P",1-1,0.3500,1.1600,-0.4559,0.0645,0.8100,0.2318,0.5364,481845322156,240452607065,893815940214
XETCIL,Co,+2,d7,"C,P",1-1,0.2000,0.7800,-0.6990,-0.1079,0.5800,0.2041,0.5918,500174774735,146954556397,465465420723
XETCOR,Co,+2,d7,C,1-1,0.2700,5.2900,-0.5686,0.7235,5.0200,0.0486,0.9029,800789448473,884942030228,883255939401
