refcode,metal,S_TBPY,S_SPY,delta,in_ridge
VICDUH,Ir,0.06,1.11,1.05,False
VICKEA,Zn,6.65,7.1,0.45,True
VICROO,Zn,0.61,6.79,6.18,False
VICSEJ,Co,0.36,6.14,5.78,False
VICSOT,Co,8.38,9.83,1.45,False
VICVIN,Cu,5.12,6.2,1.08,False
VICVOT,Cu,5.21,6.42,1.21,False
VICWAG,Cu,1.05,6.36,5.31,False
VICWEK,Cu,0.98,1.3,0.32,True
VICYUC,Cu,0.46,1.54,1.08,False
VIDBER,Co,4.75,6.11,1.36,False
VIDFIZ,V,0.56,0.79,0.23,True
VIDJEA,V,4.58,5.33,0.75,True
VIFKED,Fe,2.59,4.48,1.89,False
VIFKIH,Fe,1.71,4.03,2.32,False
VIFMAB,Ni,0.44,0.87,0.43,True
VIFMAC,Cd,1.82,3.4,1.58,False
VIFNAA,Fe,5.45,6.65,1.2,False
VIFPIK,Fe,0.87,6.36,5.49,False
VIFPUW,Fe,0.89,6.54,5.65,False
VIFWEP,Fe,6.45,6.98,0.53,True
VIFWIT,Co,6.25,7.0,0.75,True
VIFZIX,Zr,1.6,5.44,3.84,False
VIGBEV,Ni,4.92,5.76,0.84,True
VIHKEF,Re,0.56,5.75,5.19,False
VIHLUW,Pd,0.54,0.58,0.04,True
VIHNAE,Mn,4.67,6.45,1.78,False
VIHTOX,Co,0.18,1.21,1.03,False
VIHTOX01,Co,0.17,1.22,1.05,False
VIJBEW,Mo,0.18,1.25,1.07,False
VIJBIA,Mo,4.01,5.63,1.62,False
VIJBOG,Mo,5.44,6.27,0.83,True
VIJCEW,Re,1.42,5.53,4.11,False
VIJFAV01,Co,0.63,0.68,0.05,True
VIJJIK,Os,5.31,6.13,0.82,True
VIJLIK,Cu,8.57,4.84,3.73,False
VIJLOR,Cu,5.18,8.14,2.96,False
VIJVUH,Cu,0.35,0.89,0.54,True
VIJWIW,Cu,0.3,6.03,5.73,False
VIJWOC,Cu,0.23,0.92,0.69,True
VIJYUJ,Cu,4.36,5.68,1.32,False
VIJZIY,Cu,0.55,0.63,0.08,True
VIKJEE,Mn,0.26,0.64,0.38,True
VIKKOR,Co,5.36,5.93,0.57,True
VIKNIN,Rh,6.63,11.54,4.91,False
VIKWES,Co,1.34,6.57,5.23,False
VIKXAO,Ni,0.14,0.66,0.52,True
VIKZIY01,Cu,4.55,6.2,1.65,False
VIKZIY02,Cu,4.53,6.2,1.67,False
VILCIF,Cu,8.72,10.79,2.07,False
VILFII,Ru,5.59,5.83,0.24,True
VILRAL,Fe,0.04,5.48,5.44,False
VILREP,Fe,0.03,1.11,1.08,False
VILRIT,Fe,0.03,3.6,3.57,False
VILYIY,Cu,0.86,1.02,0.16,True
VIMGOO,Sc,0.5,5.14,4.64,False
VIMQIU,Co,5.28,5.53,0.25,True
VIMVUJ,Ru,7.46,4.58,2.88,False
VIMZAU,Cu,0.39,1.02,0.63,True
VIMZUN,Zn,4.9,5.84,0.94,True
VINFIJ,Cu,0.79,4.62,3.83,False
VINHAC,Cu,0.57,5.82,5.25,False
VINJAF,Cu,0.49,1.06,0.57,True
VINMEL,Tc,0.31,1.23,0.92,True
VINQUI,Cu,0.65,1.49,0.84,True
VIPBEB,Cu,3.55,4.92,1.37,False
VIPKIR,Cu,0.26,0.85,0.59,True
VIPKOX,Cu,0.19,5.39,5.2,False
VIPNUF,Fe,0.05,5.63,5.58,False
VIQJOU,Cu,4.45,5.62,1.17,False
VIQMEO,Zn,0.36,0.64,0.28,True
VIQMIU,Ru,5.21,5.87,0.66,True
VIQMOA,Ru,0.66,1.83,1.17,False
VIQWEA,Co,0.26,0.85,0.59,True
VIRFEI,Ru,6.6,5.1,1.5,False
VIRFIM,Ru,6.96,10.44,3.48,False
VIRHOU,Ti,6.08,6.38,0.3,True
VIRREW,Cu,4.47,7.66,3.19,False
VISCEG,Zn,0.31,5.6,5.29,False
VISHEO,Co,0.39,5.53,5.14,False
VISHIS,Co,0.43,6.73,6.3,False
VISMET,Cu,5.34,6.52,1.18,False
VISTEW,Ir,6.18,6.52,0.34,True
VISWEA,Ru,7.51,11.92,4.41,False
VITLUI,Cu,3.23,4.05,0.82,True
VITMIY,Zn,0.75,6.11,5.36,False
VITMUI,Cu,1.19,7.05,5.86,False
VITNER,Cu,4.84,5.78,0.94,True
VITQAR,Re,1.43,4.93,3.5,False
VITTOH,Cu,2.91,3.29,0.38,True
VITTOH02,Cu,3.59,5.68,2.09,False
VIVFEP,Mo,4.9,6.08,1.18,False
VIVGIS,Ru,5.11,5.84,0.73,True
VIVNEV,Fe,4.92,5.71,0.79,True
VIWDUC,Fe,0.33,6.33,6.0,False
VIWJIV,Cu,4.79,5.7,0.91,True
VIWKOC01,Hg,5.56,6.94,1.38,False
VIWVON,Fe,0.37,5.8,5.43,False
VIWVUT,Fe,0.51,1.34,0.83,True
VIXFIU,Cr,5.46,5.97,0.51,True
VIXMOH,V,0.04,0.85,0.81,True
VIYCUF,Cu,6.19,6.36,0.17,True
VIYDOX,V,4.54,5.84,1.3,False
VIYFOA,Cu,4.92,6.6,1.68,False
VIYHIV,Fe,5.09,5.89,0.8,True
VIYHIV01,Fe,0.82,4.92,4.1,False
VIYYOS,Pd,4.22,4.44,0.22,True
VIZMAS,Mo,0.65,1.86,1.21,False
VIZMEW,W,0.55,0.76,0.21,True
VIZTED,Re,4.87,5.6,0.73,True
VIZWIN,W,11.59,12.35,0.76,True
VIZWOT,W,11.57,14.98,3.41,False
VIZWUZ,Mo,5.36,10.43,5.07,False
VIZXEK,W,6.95,5.38,1.57,False
VIZXUX,V,5.94,7.15,1.21,False
VOBFAU,Cu,0.22,5.88,5.66,False
VOCXAO,Cu,1.23,5.06,3.83,False
VOCXEQ,Cr,0.57,5.7,5.13,False
VOFBUR,Cu,7.38,15.81,8.43,False
VOFCEC,Cu,8.23,15.67,7.44,False
VOFDIE,Ir,5.29,5.91,0.62,True
VOFLEK,Fe,14.26,15.63,1.37,False
VOFTAP,Cu,5.92,7.81,1.89,False
VOFTUG,Cu,8.18,8.25,0.07,True
VOFYEW,Fe,1.03,1.08,0.05,True
VOGFED,Ir,6.14,6.66,0.52,True
VOGFII,Ti,4.09,5.94,1.85,False
VOGFOO,Ti,4.62,5.9,1.28,False
VOGFUU,Ti,4.49,6.12,1.63,False
VOGGAB,Ti,3.95,4.62,0.67,True
VOGGOP,Pt,5.49,6.32,0.83,True
VOGGUV,Sc,12.82,6.3,6.52,False
VOGHEG,Sc,0.48,6.11,5.63,False
VOGHIK,Sc,0.54,5.36,4.82,False
VOGHUW,Sc,0.41,5.55,5.14,False
VOGJAE,Sc,5.22,5.89,0.67,True
VOGNEM,Ru,5.13,6.09,0.96,True
VOGRIT,Ru,0.39,1.23,0.84,True
VOGRUF,Ru,7.8,7.39,0.41,True
VOHLIR,Ru,5.42,5.48,0.06,True
VOHNUF,Cr,5.62,5.99,0.37,True
VOHSEQ,Rh,0.55,6.3,5.75,False
VOHSUH,Cu,0.2,5.71,5.51,False
VOHSUH01,Cu,0.2,5.71,5.51,False
VOHXUN,Ti,8.32,7.0,1.32,False
VOHYAU,Ti,9.98,15.33,5.35,False
VOHYEY,Ti,8.55,11.43,2.88,False
VOJNUE,V,5.05,5.94,0.89,True
VOJXAV,V,5.38,5.63,0.25,True
VOKBEG,Ru,0.24,1.09,0.85,True
VOKGAH,Zn,0.06,5.47,5.41,False
VOKGIP,Co,0.1,5.49,5.39,False
VOKGOV,Co,0.69,5.89,5.2,False
VOKGUB,Co,1.05,1.82,0.77,True
VOLCII,Cu,0.33,0.95,0.62,True
VOLROE,Nb,0.15,5.98,5.83,False
VOLRUK,Nb,5.08,10.54,5.46,False
VOLSAR,Nb,0.06,5.54,5.48,False
VOLTEW,Cu,5.38,10.01,4.63,False
VOLVIE,Cu,5.23,5.74,0.51,True
VOMCOR,Cu,4.11,12.09,7.98,False
VOMHOW,V,4.38,5.52,1.14,False
VOMSOH,Cu,11.52,11.19,0.33,True
VOMSUN,Cu,9.04,16.33,7.29,False
VOMTAU,Cu,0.69,1.15,0.46,True
VOMVUQ,V,0.49,4.63,4.14,False
VOMWAX,V,4.13,5.53,1.4,False
VOMWEB,V,0.47,0.49,0.02,True
VOMWIF,V,4.46,5.98,1.52,False
VONMIU,Zn,6.53,4.34,2.19,False
VONVOL,V,0.22,0.7,0.48,True
VONXUT,Co,0.33,0.97,0.64,True
VONYAA,Zn,0.32,0.94,0.62,True
VOPMUL,Fe,0.93,2.94,2.01,False
VOPSAW,Cu,4.69,4.71,0.02,True
VOQCIO,Cu,5.33,6.59,1.26,False
VOQDEL01,Zn,4.99,6.35,1.36,False
VOQTAY,Cu,13.18,14.83,1.65,False
VOQWUT,Y,1.03,1.87,0.84,True
VORLEW,Fe,0.58,5.68,5.1,False
VORPID,Cu,0.98,4.39,3.41,False
VORQIF,Zr,5.49,2.47,3.02,False
VORROM,Rh,0.33,1.41,1.08,False
VORSAX,Nb,0.45,4.65,4.2,False
VORTAX,Co,6.28,15.93,9.65,False
VORYOS,V,4.6,5.69,1.09,False
VOSCAK,V,0.16,0.73,0.57,True
VOSRUU,Cu,8.35,12.28,3.93,False
VOSYIL,Zn,1.07,8.12,7.05,False
VOSYOR,Cd,1.04,1.24,0.2,True
VOTGEQ,Cu,0.36,6.24,5.88,False
VOTJEV,V,4.49,5.93,1.44,False
VOTJIZ,V,0.44,0.91,0.47,True
VOTJOG,Zn,0.59,4.45,3.86,False
VOTQAW,V,9.89,10.64,0.75,True
VOVDIT,Fe,0.12,1.39,1.27,False
VOVQII,Cu,4.53,6.04,1.51,False
VOWJID,Ru,11.21,17.27,6.06,False
VOWKUP,Cu,0.41,0.74,0.33,True
VOWLAW,Cu,4.98,6.29,1.31,False
VOWLOL,Ni,0.26,5.67,5.41,False
VOWPUU,Cu,0.82,1.71,0.89,True
VOWZIU,Fe,4.69,5.98,1.29,False
VOWZUG,Fe,4.89,6.11,1.22,False
VOXBAP,Fe,0.54,1.07,0.53,True
VOXLIH,Ru,5.84,5.9,0.06,True
VOXLON,Ru,5.89,6.18,0.29,True
VOXLUT,Ru,5.76,6.1,0.34,True
VOXSEI,Co,0.49,4.85,4.36,False
VOXVEM,Cu,2.96,3.59,0.63,True
VOYFIA,Co,10.38,9.22,1.16,False
VOYGIB,Fe,4.88,6.35,1.47,False
VOYJEY,Cr,5.33,5.87,0.54,True
VOYJIC,Cr,5.42,5.91,0.49,True
VOYJIE,Ru,0.12,1.33,1.21,False
VOYJOK,Ru,5.48,5.52,0.04,True
VOZDIZ,Zn,0.31,0.62,0.31,True
VOZHAX,Co,0.72,1.09,0.37,True
VOZNAZ,Fe,0.56,1.29,0.73,True
VOZNAZ10,Fe,0.56,1.29,0.73,True
VOZSEM,Zn,0.23,0.68,0.45,True
VOZSUY,Re,9.83,14.35,4.52,False
VOZXIT,Ir,4.78,5.28,0.5,True
VOZXUF,Ir,0.17,0.98,0.81,True
VOZYEQ,Ir,0.15,1.02,0.87,True
VOZZOB,Fe,0.66,6.16,5.5,False
VPHTHC,V,5.07,5.69,0.62,True
VPHTHC01,V,5.04,5.68,0.64,True
VUBDOL,W,5.79,5.94,0.15,True
VUBLAF,Os,4.82,6.01,1.19,False
VUBLIP,Ir,4.79,7.27,2.48,False
VUBLOV,Ir,0.67,1.72,1.05,False
VUBMAI,Ir,0.72,6.69,5.97,False
VUBTAP,Cu,5.04,6.71,1.67,False
VUBTET,Cu,1.26,5.19,3.93,False
VUBTIX,Cu,5.06,6.68,1.62,False
VUCBIH,Cu,5.07,6.57,1.5,False
VUCBON,Cu,4.79,5.88,1.09,False
VUCBUR,Ru,5.34,6.93,1.59,False
VUCCEC,Ru,5.56,6.78,1.22,False
VUCGOS,Cu,7.31,8.01,0.7,True
VUCGOT,Cu,12.03,8.59,3.44,False
VUCJIM,Os,4.4,6.13,1.73,False
VUDDON,Ni,0.56,0.86,0.3,True
VUDLAL,Cu,4.82,6.93,2.11,False
VUFCEF,Cu,5.28,5.6,0.32,True
VUFGAG,Fe,4.76,5.68,0.92,True
VUFJOX,Fe,4.98,5.77,0.79,True
VUFPIX,Co,6.06,6.33,0.27,True
VUFVAX,Ti,1.85,4.44,2.59,False
VUFVEZ,Fe,5.04,6.34,1.3,False
VUFXAZ,Cu,5.76,6.56,0.8,True
VUFYUR,Zr,0.6,5.5,4.9,False
VUGCAD,Co,1.85,6.05,4.2,False
VUGCEH,Co,0.36,1.62,1.26,False
VUGCEH01,Co,0.36,1.62,1.26,False
VUGDUX,Pt,4.87,6.07,1.2,False
VUGMOC,Co,8.0,12.67,4.67,False
VUGRAR,Ru,6.5,6.87,0.37,True
VUGSUO,Fe,0.4,1.98,1.58,False
VUGTUM,Re,0.75,1.14,0.39,True
VUGZAA,Mn,3.7,6.38,2.68,False
VUHCIM,Cu,5.04,6.52,1.48,False
VUHCOS,Cu,4.52,6.74,2.22,False
VUJCOV,Cu,4.82,5.8,0.98,True
VUJJOA,Cu,0.67,1.42,0.75,True
VUJLOD,Cu,0.23,3.68,3.45,False
VUJPIZ,Co,0.22,0.44,0.22,True
VUJVED,Cu,0.2,3.92,3.72,False
VUJWUU,Ta,4.65,5.93,1.28,False
VUJXAB,Ta,4.84,5.94,1.1,False
VUJXEF,Ta,3.9,4.34,0.44,True
VUJXIJ,Ta,0.21,5.55,5.34,False
VUJXOP,Ta,4.56,5.7,1.14,False
VUJYEG,Ta,0.2,0.77,0.57,True
VUJYUW,Ta,0.2,4.14,3.94,False
VUJZAD,Ta,0.43,2.25,1.82,False
VUJZIL,Ta,0.12,5.44,5.32,False
VUJZOR,Ta,0.48,6.24,5.76,False
VUKFUE,Re,0.28,5.27,4.99,False
VUKJES,Ta,0.29,4.67,4.38,False
VUKLOC,Re,4.97,5.79,0.82,True
VUKLUI,Re,4.61,5.77,1.16,False
VUKWIL,V,4.52,11.44,6.92,False
VULBOV,Fe,0.25,5.78,5.53,False
VULCOY,Cu,8.7,12.12,3.42,False
VULMOE,Mn,0.27,5.2,4.93,False
VUMGOZ,W,7.26,9.2,1.94,False
VUMMAS,Zr,0.84,1.17,0.33,True
VUMNEZ,Re,5.0,5.6,0.6,True
VUMNID,Re,4.59,5.76,1.17,False
VUMNOJ,Re,4.98,6.14,1.16,False
VUMNUP,Re,0.62,0.67,0.05,True
VUMPAX,Re,4.4,5.74,1.34,False
VUMVEE,Mn,5.39,5.6,0.21,True
VUMVIL,Zn,3.87,4.71,0.84,True
VUMYEK01,Mn,3.42,6.63,3.21,False
VUMYUA,Mn,4.48,6.23,1.75,False
VUPBAJ,Ta,4.79,6.11,1.32,False
VUPBUE,Cu,5.32,6.4,1.08,False
VUPMIG,Zn,0.26,0.71,0.45,True
VUPSII,Cu,8.22,8.33,0.11,True
VUPTOR,Fe,4.88,6.12,1.24,False
VUQLUQ,Cu,0.7,0.96,0.26,True
VUQXIP,Cu,0.53,0.81,0.28,True
VUQZAK,Fe,0.28,5.33,5.05,False
VURDIZ,Zn,4.57,6.04,1.47,False
VURKAV,V,0.43,5.17,4.74,False
VURKID,V,0.12,1.06,0.94,True
VURKOJ,V,0.14,5.42,5.28,False
VURZIR,Mn,4.23,6.65,2.42,False
VURZIR01,Mn,4.23,6.74,2.51,False
VUSMAA,Mn,5.01,6.76,1.75,False
VUSQAD,Cu,7.48,13.91,6.43,False
VUSQAD01,Cu,9.3,10.63,1.33,False
VUTBIX,Os,0.61,1.83,1.22,False
VUTFAT,Mo,1.33,1.34,0.01,True
VUTGAU,Cu,0.8,5.19,4.39,False
VUTGEY,Mn,2.29,5.43,3.14,False
VUTGIC,Cu,2.96,4.86,1.9,False
VUTGOI,Ni,4.76,5.17,0.41,True
VUTLIH,Ru,0.78,0.82,0.04,True
VUVFUR,Mn,0.25,0.79,0.54,True
VUVHAY,Ta,0.5,5.65,5.15,False
VUVHUS,Cu,0.77,4.11,3.34,False
VUVMIK,Nb,4.93,5.68,0.75,True
VUVSOX,Cu,4.97,5.83,0.86,True
VUVTOX,Ni,4.71,5.95,1.24,False
VUVTUD,Ni,0.34,0.83,0.49,True
VUVWEQ,Co,4.82,6.72,1.9,False
VUWJIH,Zn,0.55,6.13,5.58,False
VUXVER,Zn,5.49,5.72,0.23,True
VUYDEA,Hg,5.61,5.66,0.05,True
VUYFUR,Co,0.7,6.28,5.58,False
VUYMIM,Zn,1.03,5.48,4.45,False
VUYNAF,Zn,4.8,6.71,1.91,False
VUYSIR,Cu,4.99,6.42,1.43,False
VUZGAA,Co,0.49,0.98,0.49,True
VUZNOX,Hg,3.35,6.11,2.76,False
VUZNUD,Hg,5.97,7.54,1.57,False
VUZZAR,Cu,0.47,5.61,5.14,False
WABBEI,Zn,0.57,1.45,0.88,True
WABHEO,Zn,4.66,5.0,0.34,True
WABJEQ,Zn,4.75,7.17,2.42,False
WABKOZ,Rh,0.1,1.32,1.22,False
WABKOZ01,Rh,0.09,1.46,1.37,False
WABLES,Co,0.21,5.47,5.26,False
WABMAO01,Zr,7.05,3.0,4.05,False
WABQIZ,Ru,0.21,5.71,5.5,False
WABSAU,Ti,1.18,7.27,6.09,False
WABSEY,V,1.66,4.8,3.14,False
WABZAC,Ni,0.66,1.43,0.77,True
WACDAF,Mn,0.4,5.66,5.26,False
WACJIW,Cu,0.46,1.03,0.57,True
WACREY,Co,5.05,5.86,0.81,True
WACTAV,Ru,4.77,5.95,1.18,False
WACYEI,Cu,1.37,5.14,3.77,False
WACYIM,Cu,1.28,6.59,5.31,False
WADKUK,Ni,8.32,8.21,0.11,True
WADSAV,Mo,0.5,2.35,1.85,False
WADTIF,Ru,5.79,6.09,0.3,True
WADZIL,Zn,5.5,6.03,0.53,True
WAFGOD,V,0.39,1.22,0.83,True
WAFWAF,Fe,0.72,4.66,3.94,False
WAFWEJ,Fe,0.85,1.84,0.99,True
WAFYUY,Rh,0.34,5.75,5.41,False
WAFZEI,W,0.89,6.0,5.11,False
WAFZEI10,W,0.89,6.0,5.11,False
WAGLOF,Ir,5.4,6.06,0.66,True
WAGLOI,Co,0.94,0.95,0.01,True
WAGLUL,Ir,5.86,5.96,0.1,True
WAGPOJ,Zn,1.33,5.27,3.94,False
WAGPOJ01,Zn,0.72,1.71,0.99,True
WAGRED,Fe,0.62,1.02,0.4,True
WAHHIA,Mo,0.07,0.94,0.87,True
WAHHOG,W,5.2,5.85,0.65,True
WAHJIB,Hg,1.1,4.67,3.57,False
WAHVOR,Cu,4.36,5.51,1.15,False
WAHYOX,Cu,0.29,0.82,0.53,True
WAJDER,Cu,0.49,0.53,0.04,True
WAJGUL,Fe,0.75,5.86,5.11,False
WAJHAS,Fe,1.78,4.75,2.97,False
WAJQIJ,Cu,5.83,9.36,3.53,False
WAJTAF,Co,0.8,5.98,5.18,False
WAJWEN,W,0.15,1.59,1.44,False
WAJWOX,Co,5.36,5.7,0.34,True
WAKGUK,Os,9.04,8.69,0.35,True
WAKJID,Co,1.35,5.32,3.97,False
WAKJID01,Co,5.31,6.58,1.27,False
WAKLAY,Cd,4.92,5.05,0.13,True
WAKMOO,Fe,1.12,1.83,0.71,True
WAKYIR,Cu,1.12,5.18,4.06,False
WALLAA,Sc,2.78,6.63,3.85,False
WALMAB,Sc,1.23,5.94,4.71,False
WALZOY,Tc,0.28,2.29,2.01,False
WALZUE,Tc,4.55,9.09,4.54,False
WAMMIG,Cu,0.36,0.74,0.38,True
WAMQIO,Fe,5.88,5.91,0.03,True
WAMSAG,Cr,0.27,1.02,0.75,True
WAMWIQ,Ni,6.46,10.21,3.75,False
WAMXAM,Zn,4.76,5.86,1.1,False
WAMXEQ,Zn,0.39,0.77,0.38,True
WANHIG,Co,0.98,1.57,0.59,True
WANHOM,Co,0.41,0.63,0.22,True
WANZAQ,Fe,5.38,5.47,0.09,True
WAPFOM,Cu,2.27,2.53,0.26,True
WAPJII,Re,0.3,1.23,0.93,True
WAPJOM,Ti,1.53,8.47,6.94,False
WAPKEE,Cd,2.17,8.68,6.51,False
WAPMEH,Ni,0.94,4.6,3.66,False
WAPQUC,Zn,0.5,0.8,0.3,True
WAPRUD,Co,0.45,0.72,0.27,True
WAPXAQ,Cd,0.55,3.41,2.86,False
WAPZEV,Hf,7.45,9.63,2.18,False
WAQDUR,Cu,7.57,4.52,3.05,False
WAQKII,Cr,5.61,5.87,0.26,True
WAQKOO,W,0.05,1.11,1.06,False
WAQMOQ,Ti,5.12,5.9,0.78,True
WAQPIR,Cu,10.21,14.95,4.74,False
WAQQUE,Cu,0.43,0.84,0.41,True
WAQXAP,Rh,5.09,5.17,0.08,True
WARBUP,Os,0.48,1.84,1.36,False
WARDEZ,Mo,0.13,1.42,1.29,False
WARTIT,Cu,0.44,4.08,3.64,False
WARZIZ,Ag,3.82,5.3,1.48,False
WASCAX,Cd,2.56,2.68,0.12,True
WASDOM,Mn,0.51,0.65,0.14,True
WASVAR,Fe,4.74,5.53,0.79,True
WASYUO,Co,0.85,4.65,3.8,False
WASZAV,Co,0.74,4.59,3.85,False
WASZIZ,Fe,0.39,1.3,0.91,True
WATDUQ,Zn,4.64,9.61,4.97,False
WAVBUS,Zn,4.65,7.76,3.11,False
WAVFEG,W,5.58,5.82,0.24,True
WAVGAB,Tc,0.58,0.67,0.09,True
WAVLOW,Ru,5.81,6.56,0.75,True
WAVLUA,Zn,0.26,0.68,0.42,True
WAVRAM,Os,7.16,5.72,1.44,False
WAVSEU,Ti,4.7,5.45,0.75,True
WAVVOF,Re,0.15,5.64,5.49,False
WAVVUL,Re,0.09,5.41,5.32,False
WAWKAH,Cu,4.68,6.35,1.67,False
WAWKOV,V,0.8,1.06,0.26,True
WAWMAK,Ru,9.11,13.63,4.52,False
WAWNAN,Zn,6.58,6.95,0.37,True
WAWRUJ,Cu,0.62,0.64,0.02,True
WAWSAQ,Cu,4.59,5.71,1.12,False
WAXGOV,Co,0.5,1.85,1.35,False
WAXHUA,Hg,4.07,6.52,2.45,False
WAXNIS,Ti,2.91,4.01,1.1,False
WAXXOK,Fe,0.19,3.58,3.39,False
WAYFAF,Ni,1.42,4.52,3.1,False
WAYKOZ,Ru,0.51,1.17,0.66,True
WAYPAQ,Zn,7.87,11.62,3.75,False
WAYPEU,Zn,10.63,13.51,2.88,False
WEBHES,Fe,0.35,0.38,0.03,True
WEBLAU,Cu,9.31,9.62,0.31,True
WEBYEK,Cu,3.96,8.09,4.13,False
WECCEP,Cu,0.51,0.69,0.18,True
WECNOH,Ir,9.16,11.03,1.87,False
WECSOQ,Fe,3.85,7.08,3.23,False
WECYOW,Co,0.73,5.88,5.15,False
WEDMID,Cu,8.41,8.85,0.44,True
WEDMOJ,Cu,0.47,6.31,5.84,False
WEDMUN,Re,5.68,5.81,0.13,True
WEDMUP,Cu,8.84,8.13,0.71,True
WEDTOP,Cu,4.41,5.32,0.91,True
WEFCOC,Cu,0.73,6.4,5.67,False
WEFGAP,V,0.19,1.5,1.31,False
WEFGIA,V,0.27,1.29,1.02,False
WEFREF,Hg,1.52,2.26,0.74,True
WEGJIC,Fe,4.74,5.74,1.0,False
WEGRUW,Cu,6.9,8.67,1.77,False
WEHHOG,Ru,8.54,11.49,2.95,False
WEHJAX,Zn,0.67,2.01,1.34,False
WEHJEB,Zn,0.84,4.6,3.76,False
WEJBAQ,Ru,4.64,9.26,4.62,False
WEJMEF,Ru,0.12,1.62,1.5,False
WEJMIJ,Ru,0.12,1.62,1.5,False
WEJMOP,Ru,6.07,6.19,0.12,True
WEJMOP01,Ru,5.8,5.95,0.15,True
WEJYIV,Cu,4.73,5.87,1.14,False
WEKNIL,Cu,0.38,0.9,0.52,True
WEKTEN,Y,0.74,5.53,4.79,False
WEKVUF,Zn,0.39,1.05,0.66,True
WELBIZ,Ni,8.34,6.64,1.7,False
WELFOI,Mo,5.29,5.96,0.67,True
WELFUS,Fe,5.56,6.5,0.94,True
WELRAH,Ni,0.66,2.37,1.71,False
WELREL,Ni,0.41,6.03,5.62,False
WELRIP,Co,0.4,1.0,0.6,True
WELRUB,Ni,11.03,9.08,1.95,False
WEMKUU,Re,5.07,6.15,1.08,False
WEMLOT,Co,0.64,5.01,4.37,False
WEMQAG01,Cu,9.03,6.12,2.91,False
WEMQAG02,Cu,6.67,10.52,3.85,False
WEMSIU,Zn,0.92,6.48,5.56,False
WEMSOA,Cu,1.11,5.08,3.97,False
WEMWAO,Fe,0.71,6.3,5.59,False
WEMWIW,Fe,5.58,5.7,0.12,True
WEMXAP,Zn,0.17,0.72,0.55,True
WEMYIY,W,8.03,5.96,2.07,False
WENHEE,Cu,0.31,4.1,3.79,False
WENHUU,Cu,0.48,6.35,5.87,False
WENPIO,Zn,0.61,6.64,6.03,False
WENPIR,Mn,0.73,4.61,3.88,False
WENTUE,Zn,8.6,8.3,0.3,True
WENVUI,Fe,5.6,6.18,0.58,True
WENWAP,Fe,0.96,1.45,0.49,True
WEPGAB,Ir,5.55,5.94,0.39,True
WEPHIL,Ru,5.79,5.86,0.07,True
WEPPIR,Cu,0.38,5.57,5.19,False
WEPQIU,Zn,0.71,4.82,4.11,False
WEPSET,Cu,12.26,10.21,2.05,False
WEPVIZ,Zn,9.92,12.4,2.48,False
WEQHAE,Cu,0.89,5.53,4.64,False
WEQJIL,Cu,0.94,1.9,0.96,True
WEQLAF,Zr,1.25,6.53,5.28,False
WEQLEJ,Zr,0.57,1.67,1.1,False
WEQZIC,Cu,5.23,6.45,1.22,False
WERHUZ,Mn,5.87,6.99,1.12,False
WERLOV,Zn,0.23,0.68,0.45,True
WERMEM,Fe,7.55,14.79,7.24,False
WESCOQ,Cd,1.8,4.14,2.34,False
WESMEP,Cu,0.9,2.17,1.27,False
WESMIT,Cu,2.39,3.53,1.14,False
WESPEQ,Mo,0.01,1.08,1.07,False
WESPUF,Cd,10.25,20.96,10.71,False
WESSEW,V,0.74,2.65,1.91,False
WETGOS,Ni,0.46,6.32,5.86,False
WEVFAF,Ti,5.81,6.3,0.49,True
WEVGOU,Zn,6.26,7.46,1.2,False
WEVGUA,Co,5.12,5.27,0.15,True
WEVHAH,Co,11.85,9.53,2.32,False
WEVMET,Cu,3.91,6.31,2.4,False
WEVQEW,Fe,0.76,1.37,0.61,True
WEVQOG,Fe,5.44,6.08,0.64,True
WEVSAU,Zn,0.69,1.42,0.73,True
WEVSEY,Zn,0.8,1.72,0.92,True
WEVWUT,Fe,4.56,6.46,1.9,False
WEVYAX,Cu,5.94,7.25,1.31,False
WEWJIS,Cu,5.04,6.14,1.1,False
WEWJOY,Cu,5.71,8.94,3.23,False
WEWKAK,Zn,4.17,5.3,1.13,False
WEWKAL,Cu,0.52,2.67,2.15,False
WEWKOZ,Cu,0.35,5.29,4.94,False
WEWKUF,Cu,0.42,4.23,3.81,False
WEWTAU,Cu,0.43,6.13,5.7,False
WEWWEB,Cu,5.4,6.4,1.0,False
WEYKIY,Co,5.35,6.74,1.39,False
WEYLIX,Co,0.23,1.0,0.77,True
WEYMAS,Cr,5.41,6.06,0.65,True
WEYQIC,Co,0.56,5.94,5.38,False
WEZNEU,Tc,4.18,5.18,1.0,False
WEZVAY,Cr,0.09,1.25,1.16,False
WEZYIJ01,Cu,0.41,0.41,0.0,True
WEZYIJ02,Cu,0.41,0.42,0.01,True
WIBHOH,Zr,0.95,1.09,0.14,True
WIBLIG,Cu,4.79,5.66,0.87,True
WIBLOM,Cu,4.8,6.7,1.9,False
WIBTOS,Fe,0.05,1.34,1.29,False
WIBTUW,Zn,0.62,5.66,5.04,False
WICGAU,Ru,0.54,1.5,0.96,True
WICRUX,Ir,0.38,0.67,0.29,True
WICSAE,Ir,0.94,4.62,3.68,False
WIDHOH,W,3.66,6.43,2.77,False
WIDHOI,Os,0.53,0.96,0.43,True
WIDJEZ,W,1.02,4.86,3.84,False
