refcode,metal,oxidation_state,d_count,metal_row,donor_set,S_Oh,S_TPr,JT_proxy,L0_hash,L1_hash,L3_hash
QAXQUD04,Fe,+2,d6,4,N,6.0500,12.4900,6.0500,690516991562,212410335327,30567884019
QAXSAK,Co,+3,d6,4,"N,O",0.0600,5.3700,0.0600,595805689600,453493398836,755658048626
QAXSEO,Mn,,,4,"N,O",0.0500,5.3900,0.0500,569612493255,235762647969,151859501997
QAXSEO01,Mn,,,4,"N,O",0.0500,5.7800,0.0500,782590347161,235762647969,151859501997
QAXVUI,V,,,4,O,5.7900,7.1300,5.7900,58284357774,233582033567,298784320652
QAYDAY,Co,+3,d6,4,O,0.0600,5.4100,0.0600,865938183506,332958284477,122763145852
QAYDOM,Ir,,,6,"C,N,O",5.5100,5.5700,5.5100,57612368534,736069718024,127773338027
QAYHIJ,Ru,+2,d6,5,"N,S",5.7100,12.9400,5.7100,410413527319,337469653060,10197999515
QAYHOP,Ru,+2,d6,5,"N,S",5.6600,12.8900,5.6600,581679349800,205915096235,42541566612
QAYHUV,Ru,+2,d6,5,"N,S",5.7100,8.3000,5.7100,142448757906,869591556135,155181304099
QAYJIK,W,,,6,"C,S",5.8500,6.0600,5.8500,531215317566,250480183414,491909357162
QAYJOP,Re,,,6,"Cl,N,P",5.8200,6.0000,5.8200,407319563595,249321559295,514672241797
QAYJUV,Re,,,6,"Cl,N,P",4.5700,5.8600,4.5700,904302691618,218872960042,791444097895
QAYKEG,Re,,,6,"Cl,N,O",5.7600,6.2400,5.7600,940671675767,605791357588,403016906126
QAYKIN,Zn,+2,d10,4,"N,O",5.8800,6.9900,5.8800,986384906953,797252037846,827101964002
QAYMUB,Ru,+2,d6,5,"N,P",4.3800,6.9400,4.3800,880360947775,540126783930,305394088501
QAYNAI,Ru,+2,d6,5,"C,N,P",0.5100,5.9200,0.5100,932539823842,377069129676,877492681961
QAYNEM,Ru,+2,d6,5,"N,P",6.0600,6.9200,6.0600,997660183165,772814490570,764392041509
QAYNOW,Ru,+2,d6,5,"N,P",4.5900,6.1200,4.5900,261471816802,806275727838,416319065995
QAYPUC,Cd,,,5,"N,O,S",0.4300,6.2100,0.4300,110106106498,467802120017,694183686689
QAYRUD,Re,,,6,"C,N",5.9700,6.2300,5.9700,161980941602,696055697046,50668900298
QAYSEP,Ni,+2,d8,4,N,6.7500,7.0100,6.7500,600164612962,353255895101,472839488184
QAYSOB,Re,,,6,"C,N",0.4200,6.3400,0.4200,566046522265,641137268708,651394314956
QAYSUH,Re,,,6,"C,N",5.2500,5.5100,5.2500,573981159711,559528445371,651394314956
QAYTAO,Re,,,6,"C,Cl,N",5.5000,6.0600,5.5000,851307046090,289802609242,793826564425
QAYVAP,Ni,+2,d8,4,"N,O",0.0100,5.5600,0.0100,428241079571,928645657516,479891164899
QAYVET,Co,+3,d6,4,"N,O",0.0200,5.6200,0.0200,879022589967,762959779821,966879132141
QAYVIX,Cd,,,5,N,4.5400,7.3800,4.5400,42027605064,520752106075,395486221496
QAYVUJ,Zn,+2,d10,4,N,2.6200,3.6700,2.6200,247148496608,694898999866,855495529928
QAYYEU,Mn,,,4,O,3.8300,8.7700,3.8300,299894121085,796142809184,407474545480
QAYZUL,Co,+3,d6,4,N,0.0200,5.5500,0.0200,999175223018,974472366705,652548820613
QAZBAU,Ni,+2,d8,4,N,3.9300,8.3000,3.9300,622116582946,132830558048,712091314090
QAZBIG,W,,,6,C,5.6400,6.1100,5.6400,485828607338,216107572560,775166244758
QAZBOM,W,,,6,"C,N",4.3300,6.4200,4.3300,287074857243,379734022337,863898527961
QAZDII,Co,+3,d6,4,"N,O",0.2500,5.4400,0.2500,577261416485,467969239026,596537245521
QAZDUU,W,,,6,"C,N",3.7400,8.5500,3.7400,86773806043,897660500110,501863396995
QAZFII,Mo,,,5,C,6.1600,7.4200,6.1600,125472510104,328217335619,122393009722
QAZFIJ,Ni,+2,d8,4,"N,O",4.1500,8.2300,4.1500,335458948629,445718622344,996080005731
QAZFIK,Cr,,,4,C,5.6800,12.8800,5.6800,98862829519,817048621506,853305226420
QAZFOO,Mo,,,5,C,4.1400,4.3100,4.1400,475937798495,453864146600,288015463326
QAZFUU,Mo,,,5,"C,P",0.5700,6.1500,0.5700,225336781152,580285691755,600682444610
QAZGAB,Mo,,,5,"C,P",4.8400,6.1900,4.8400,587669770371,665695431090,493992124158
QAZGAD,W,,,6,C,5.8100,5.8300,5.8100,748530184631,717866242949,154306872128
QAZGIL,W,,,6,C,5.3800,5.9100,5.3800,34723345352,573036910592,27902502060
QAZKEH,Mo,,,5,Cl,4.5100,5.2800,4.5100,739273903891,239421068068,170722968259
QAZKIO,Cu,+2,d9,4,N,5.0400,5.1900,5.0400,13759598780,108613058184,677261033888
QAZKUX,Re,,,6,"N,O,S",4.5100,7.0900,4.5100,103317821873,338125005889,672450663949
QAZLAI,Ru,+2,d6,5,N,5.4900,12.8400,5.4900,458356250463,937978666742,335365930689
QAZLEM,Ru,+2,d6,5,N,6.0200,7.5500,6.0200,271629937937,180224158508,825471177411
QAZLIQ,Cu,+2,d9,4,"N,O",3.7300,4.4600,3.7300,640454939156,609369530369,296849659769
QAZPEO,Ir,,,6,"C,N",4.8700,5.8900,4.8700,790974546578,557551099682,922970604410
QAZWIZ,Cu,+2,d9,4,"N,O",0.2700,6.4600,0.2700,794756253238,301958253353,83602364204
QAZWUJ,W,,,6,C,3.6700,5.6100,3.6700,568937392298,505403804126,405629184582
QAZWUL,Ru,+2,d6,5,"C,Cl,N",4.4600,5.8200,4.4600,486318817256,423270232805,735863482142
QAZXAS,Ru,+2,d6,5,"C,Cl,N",5.6800,12.7300,5.6800,80136905746,640111149466,824779532343
QAZXEW,Ru,+2,d6,5,"C,Cl,N",4.6200,5.7300,4.6200,878048425967,253780995424,617557596355
QAZXIA,Ru,+2,d6,5,"C,Cl,N",5.6800,8.5700,5.6800,601055991276,30495809084,672184144556
QEBBIL,Ni,+2,d8,4,"N,O",5.5700,9.0600,5.5700,988033947136,500163638609,892331370204
QEBCIM,Ni,+2,d8,4,"N,O",3.7800,5.8500,3.7800,992927467219,196568565776,674842407298
QEBFEL,Ni,+2,d8,4,O,4.1500,6.4400,4.1500,160786725159,985639514570,961156323012
QEBFIP,Co,+3,d6,4,O,4.1900,6.9200,4.1900,746576022860,571652908041,123867960191
QEBFOV,Zn,+2,d10,4,"N,O",4.3100,6.1100,4.3100,940584342815,933937170625,368641593260
QEBHAJ,Co,+3,d6,4,"N,O",6.6500,7.2700,6.6500,154338263820,986066713982,743778850005
QEBKEN,Ru,+2,d6,5,"Cl,N,O,S",3.8100,7.1100,3.8100,756100622866,663310235434,946377562603
QEBLOC,Fe,+2,d6,4,N,0.0100,5.5600,0.0100,888029102291,871457666397,845656404251
QEBMOC,Cd,,,5,"N,O",0.0100,5.4600,0.0100,413851394340,941928382699,287222691163
QEBMUJ,Fe,+2,d6,4,N,0.0300,5.7200,0.0300,705680572605,871457666397,845656404251
QEBNAO,Cr,,,4,"C,Cl",5.6600,12.7700,5.6600,821899368011,907556411481,535764143533
QEBNEU,Fe,+2,d6,4,N,0.0200,5.5500,0.0200,785328919621,871457666397,845656404251
QEBNIY,Fe,+2,d6,4,N,0.0200,5.6300,0.0200,534928874600,871457666397,845656404251
QEBNOE,Fe,+2,d6,4,N,0.0200,5.6200,0.0200,634537739459,871457666397,845656404251
QEBNUJ,Cd,,,5,O,0.1900,6.7500,0.1900,872631791893,252262110917,989672552551
QEBPAR,Cd,,,5,O,4.2900,6.9800,4.2900,357330743038,371777003777,340745835488
QEBPES,Re,,,6,"C,Cl,N",6.0400,9.3400,6.0400,35029298989,854611884464,18975587052
QEBPEV,Cd,,,5,"N,O",5.3200,6.2300,5.3200,638939694969,496981885946,542797157651
QEBQOG,Co,+3,d6,4,N,4.1900,7.0500,4.1900,349367264170,400601268744,414296858409
QEBSAV,W,,,6,C,5.8600,7.0600,5.8600,431664639025,786343342611,600452574926
QEBTAU,Cu,+2,d9,4,"N,O",0.7100,5.6000,0.7100,836273587795,689546946986,911234218168
QEBTAU01,Cu,+2,d9,4,"N,O",0.9100,6.8900,0.9100,162361265886,650006816594,911234218168
QEBTIE,W,,,6,C,3.6300,8.6800,3.6300,609442871891,317956429783,308141677382
QEBTOK,W,,,6,"C,S",4.2300,6.1500,4.2300,716792636388,156358513404,122466056978
QEBTUQ,W,,,6,C,5.6200,5.6700,5.6200,542571516336,627152929629,702820483835
QEBWAY,Fe,+2,d6,4,N,0.6600,7.2000,0.6600,842433425441,78505731886,811791149514
QEBWIG,Fe,+2,d6,4,N,4.4000,6.0100,4.4000,968138764229,941315084822,907862768677
QEBWON,W,,,6,C,3.7100,6.8800,3.7100,326302745477,799281855842,307422445247
QEBXAY,Zn,+2,d10,4,"N,O",0.2700,5.3200,0.2700,254384619547,338173794010,809674032907
QEBXAY01,Zn,+2,d10,4,"N,O",0.2700,5.3200,0.2700,254384619547,338173794010,809674032907
QEBYAZ,Ru,+2,d6,5,"Cl,N",0.2600,5.8200,0.2600,26235076279,823336549323,475593067180
QEBZEE,Mn,,,4,"C,N",5.7300,7.1400,5.7300,508905170093,278100393252,236718093280
QECBAD,Pt,+4,d6,6,"C,Cl",4.5500,9.4200,4.5500,864976435361,137848443955,889401001105
QECBEI,Ru,+2,d6,5,"C,Cl,O,P,S",6.4700,7.5700,6.4700,404877821809,843821261713,720989289699
QECDOT,Pt,+4,d6,6,"Br,N",4.1600,5.8700,4.1600,789972559029,740560061830,27795918276
QECFUB,Re,,,6,"Br,C,O,P",6.4400,7.8200,6.4400,739854465425,567574973811,651407111397
QECGAG,W,,,6,"C,P",6.0500,8.4200,6.0500,241684165894,578428644823,829846995040
QECGEK,W,,,6,"C,P",6.0100,7.1800,6.0100,824705741562,985863275172,62704367243
QECVIG,Cd,,,5,,3.9100,7.9900,3.9100,600508157413,105190795259,617452850686
QECYIJ,Fe,+2,d6,4,"N,O",3.9400,5.4900,3.9400,764701065572,932001386236,405877553776
QEDCIO,Mn,,,4,"Cl,N,O",6.2400,6.6400,6.2400,255039955832,71251479891,274096705718
QEDCIO01,Mn,,,4,"Cl,N,O",4.6300,6.1400,4.6300,801512113096,748131932744,274096705718
QEDCIO02,Mn,,,4,"Cl,N,O",0.8400,6.1700,0.8400,61293045135,318396459733,274096705718
QEDCOR,Fe,+2,d6,4,O,3.9000,5.7200,3.9000,787760925636,32202180460,853616862376
QEDCOR01,Fe,+2,d6,4,O,3.9600,5.7700,3.9600,665119975107,32202180460,853616862376
QEDCUA,Fe,+2,d6,4,N,6.7400,8.6400,6.7400,24741683818,915197290403,405877553776
QEDCUX,Fe,+2,d6,4,"N,O",0.0300,5.9900,0.0300,491139298903,828887238367,523497509903
QEDDIM,Ru,+2,d6,5,N,3.8000,8.9400,3.8000,968163573325,725175360625,387232825300
QEDKIT,Co,+3,d6,4,"Cl,N",0.1800,5.8600,0.1800,760594897671,478748496808,836740017421
QEDKOZ,Co,+3,d6,4,"Br,N",0.5200,6.2800,0.5200,816320239999,81729698217,504827664075
QEDMOB,Mo,,,5,"C,N",5.9600,6.3700,5.9600,329148170277,34012182848,741269019155
QEDMUH,Mo,,,5,"C,N",5.2100,6.8300,5.2100,524936906241,279023542804,503518025447
QEDMUK,Re,,,6,"C,N,O,P",3.9700,10.1200,3.9700,280922286062,58218126481,479153120832
QEDNES,Os,,,6,"O,S",7.2200,8.8500,7.2200,744545911487,959112884117,681195143242
QEDNIW,Os,,,6,"O,S",1.2300,5.9000,1.2300,925729163784,272011219251,108760337510
QEDNOC,Os,,,6,"O,Se",1.5700,7.3600,1.5700,368036658022,820826452432,767076166423
QEDPIY,Pt,+4,d6,6,"N,O",3.3700,3.7800,3.3700,723071973200,82632513875,544032091180
QEDPOE,Pt,+4,d6,6,"N,O",6.2000,13.5300,6.2000,63988734767,323002843144,475654394896
QEDRAS,Cr,,,4,"C,S",4.2000,8.8000,4.2000,790823735826,282872998304,441989607004
QEDZEE,W,,,6,"C,Se",4.3800,6.0100,4.3800,294487778259,71257433255,345073135674
QEFBOU,Ru,+2,d6,5,"Cl,N,P",0.2100,5.7300,0.2100,854938542947,477479487626,21537516500
QEFBUA,Ru,+2,d6,5,"Cl,N,P",3.7900,8.8400,3.7900,132906160574,503394723152,62901541777
QEFCIQ,Re,,,6,"Cl,P",0.2900,5.2200,0.2900,247187186436,791445711736,211027077724
QEFCUC,Re,,,6,"Cl,N,P",6.3800,6.4100,6.3800,44771935753,543639890064,338718948779
QEFDAG,Ru,+2,d6,5,"C,Cl,O",3.9000,4.4500,3.9000,250207484890,1001405739,853367931905
QEFDOW,Fe,+2,d6,4,"Br,N",6.0600,12.9900,6.0600,418027866823,962409384648,460122425530
QEFDOY,Cu,+2,d9,4,"N,O",6.6200,6.7300,6.6200,277899062797,562588664220,365676196890
QEFDUC,Fe,+2,d6,4,"Cl,N",5.9400,6.0000,5.9400,867426959873,600034047109,323288315457
QEFFAK,Fe,+2,d6,4,"Cl,N",0.2800,5.6900,0.2800,923144422421,410631019578,475946070971
QEFFOY,Fe,+2,d6,4,"Br,N",0.6500,6.0400,0.6500,247387381053,859244203500,688227844305
QEFLOF,Co,+3,d6,4,"N,O",4.1500,9.4300,4.1500,546894368363,297051902889,802666965871
QEFPEW,Rh,+3,d6,5,"C,N,P",5.8800,6.9500,5.8800,712918993303,758376132152,49827423074
QEFREA,Ru,+2,d6,5,"N,O",4.9200,5.4700,4.9200,899317007317,277448082786,312895387513
QEFRIE,Ru,+2,d6,5,"Cl,N,O",7.1700,7.5100,7.1700,79212496387,854194137968,102715558650
QEFROK,Ru,+2,d6,5,"Cl,N,O",4.0800,8.9500,4.0800,176842425508,99253069532,818991358622
QEFRUQ,Ru,+2,d6,5,"Cl,N,O",3.6600,5.6200,3.6600,949512414078,931508658972,226553095783
QEFXIK,Mo,,,5,,1.5300,7.0600,1.5300,806727388831,794289193503,139650336169
QEFYEF,Co,+3,d6,4,"N,O",0.0500,5.7600,0.0500,510123555308,848286792003,867963109806
QEFYIJ,Ni,+2,d8,4,"N,O",0.0300,5.7700,0.0300,768166755935,663483424604,121459043927
QEGGAK,Ru,+2,d6,5,N,4.5100,5.8300,4.5100,960155474246,399150557363,741010277058
QEGGIW,Cu,+2,d9,4,"F,N",0.6200,6.1400,0.6200,98290688995,276431172811,167932773691
QEGGOC,Ni,+2,d8,4,"N,O",0.1500,5.3300,0.1500,772301786507,802654111849,525430465901
QEGGUI,Ni,+2,d8,4,"N,O",0.1100,5.2100,0.1100,87424511726,80864078369,43547334575
QEGHET,Ni,+2,d8,4,"N,O",0.1200,5.3500,0.1200,889412718635,992391821064,699945930122
QEGLAR,Ru,+2,d6,5,"C,Cl,O,P",6.5700,9.7500,6.5700,239210443848,244377381954,481341385220
QEGLAT,W,,,6,C,5.5900,12.8900,5.5900,897006336359,912293320056,768099937667
QEGLEV,Re,,,6,"C,N",4.9700,6.7100,4.9700,617721093465,697053636210,72857594168
QEGVON,Fe,+2,d6,4,,4.2100,10.0300,4.2100,665353208713,712572055896,495882738903
QEGVOQ,Mn,,,4,"C,N,O,P",4.2800,8.8000,4.2800,582260380118,367222989367,830967492910
QEGWAD,Mn,,,4,"C,N,O",5.5600,7.7800,5.5600,525122154231,651231536210,928992683788
QEGWUW,Cr,,,4,C,5.7700,8.6500,5.7700,300213715363,5036193779,539219868604
QEGZOV,Zn,+2,d10,4,N,4.6100,5.4100,4.6100,431277685483,597000735133,505602627025
QEGZUA,W,,,6,"C,P",4.0000,4.3000,4.0000,906128497286,359816154293,50993100534
QEHBAJ,W,,,6,"C,P",4.2400,8.6300,4.2400,340041596796,815472895551,820076478333
QEHBEN,W,,,6,"C,P",3.8900,6.1800,3.8900,851305058454,452008488855,375244660761
QEHBIR,W,,,6,"C,P",3.8800,6.4100,3.8800,52199997156,606341917630,258367636752
QEHFOY,Ru,+2,d6,5,N,3.8000,5.4900,3.8000,530507497417,971284770219,499170094204
QEHGOA,Re,,,6,"Cl,O",5.9300,8.7900,5.9300,384132571791,855328320598,685397123035
QEHGUG,Re,,,6,"Br,O",5.4800,5.6700,5.4800,264317712258,747148238674,270048110665
QEHHAN,Cr,,,4,"C,N",4.0300,8.6300,4.0300,653231800790,950427541318,742499624171
QEHHER,Fe,+2,d6,4,"C,N",6.0300,6.0700,6.0300,318919297571,869852892215,534733112450
QEHKEU,Ni,+2,d8,4,"N,O",5.5300,13.4200,5.5300,527411652210,197156726977,79912470284
QEHMIB,Ir,,,6,"C,N,O,P",6.4700,7.0400,6.4700,971280950450,142594346366,30931663512
QEHNIC,Ir,,,6,"N,O,P",3.9900,7.4500,3.9900,199766602277,949889369600,409199126759
QEHPEA,Ir,,,6,"Cl,N,O,P",0.4800,5.4300,0.4800,420022591143,312963216566,949803168429
QEHPIC,Ru,+2,d6,5,"C,N,O,P",5.5300,5.7800,5.5300,192864648766,632352890022,263001124799
QEHPIE,Ir,,,6,"C,N,O,P",5.6700,5.7300,5.6700,330478939994,805362883594,647878458682
QEHPOI,Ru,+2,d6,5,"C,Cl,N,P",5.7700,8.5600,5.7700,891842313238,711592376926,600744478443
QEHQAV,Ru,+2,d6,5,"C,N,O,P",3.9700,8.9700,3.9700,945275194032,466937550113,674534445205
QEHQEZ,Cr,,,4,C,5.7500,5.7700,5.7500,658123950736,228442152725,63530195388
QEHQID,Cr,,,4,C,3.8600,5.6400,3.8600,420692498790,41207777874,909140840503
QEHQIF,Mo,,,5,"C,S",5.9900,6.2000,5.9900,54291231225,576694509387,432984690214
QEHQOJ,Cr,,,4,C,3.8500,7.4600,3.8500,619804515324,917922436106,376148316086
QEHQUP,Cr,,,4,"C,O",4.0600,9.2500,4.0600,847349729396,729924695678,194016757343
QEHREC,Mo,,,5,"C,N",3.9700,6.3000,3.9700,5475771203,938159099478,441722164875
QEHROK,W,,,6,C,3.8600,8.5600,3.8600,471687220267,644772664672,472979667608
QEHRUQ,Cr,,,4,C,5.5200,8.3800,5.5200,602824672559,736481528668,157830971313
QEHTAY,W,,,6,"C,P",4.7100,7.9800,4.7100,778459543123,146237481264,971114075151
QEHZIN,Fe,+2,d6,4,"C,P",5.5300,6.4700,5.5300,705996682531,831805057684,573687033605
QEHZOS,Pt,+4,d6,6,"C,Cl,N",4.2100,8.8800,4.2100,25577484222,757674598579,583298995430
QEJBAJ,Mo,,,5,"C,P",0.6100,6.7600,0.6100,756073433938,994426601889,443150623975
QEJBEN,Mo,,,5,"C,P",6.0200,7.9700,6.0200,288545728163,440343227276,810807745771
QEJFIW,Y,,,5,,5.3000,7.8800,5.3000,555788177724,986489502542,790697521454
QEJHUM,Ru,+2,d6,5,N,5.3600,6.3000,5.3600,890039582183,548688645904,201007222020
QEJKAS,Ir,,,6,"C,N",4.6600,5.2100,4.6600,659683412831,195306067861,527346956322
QEJKOG,Ir,,,6,"C,N,O",4.9000,7.8400,4.9000,917166838461,801315278382,917411660010
QEJNUQ,Pt,+4,d6,6,"C,I,N",6.9500,7.1600,6.9500,643693544031,486367404795,606352730639
QEJRIJ,Mn,,,4,"C,N",4.4800,5.5400,4.4800,77231303888,454905760729,121889391982
QEJSAD,Ru,+2,d6,5,N,3.6500,7.4400,3.6500,634981089248,245664706509,109844699584
QEJTAC,Zn,+2,d10,4,"N,O",0.1700,5.8700,0.1700,413007173724,523799270289,996149978872
QEJTOO,Os,,,6,"N,O",4.4100,6.2800,4.4100,80492480779,821768305958,533419891626
QEJTUU,Os,,,6,"N,O",6.1000,8.6800,6.1000,501967481214,74344643705,497313457951
QEJVAE,Zn,+2,d10,4,"N,O",3.6400,7.4500,3.6400,883180323434,613893438149,576957296322
QEJVOQ,Ru,+2,d6,5,N,5.8400,6.9600,5.8400,695788079463,142958222727,915452597410
QEJYIN,Re,,,6,"Cl,N,O",5.8300,8.5800,5.8300,818729320746,959821334049,269407728935
QEKBAM,Zn,+2,d10,4,"N,O",1.3600,6.8000,1.3600,932321561810,69413720018,435155439968
QEKDIV,Rh,+3,d6,5,"C,Cl,P",5.6700,5.7800,5.6700,749244227088,366418631628,824815125513
QEKDOB,Rh,+3,d6,5,P,6.8500,10.3700,6.8500,255236812789,727321401955,73819923503
QEKFAP,Ni,+2,d8,4,"O,S",0.5400,5.6000,0.5400,206349099579,96164222891,659314570071
QEKFET,Ni,+2,d8,4,"O,Se",0.6800,5.8100,0.6800,991656916620,216832288894,316396395337
QEKFUI,Cu,+2,d9,4,O,0.6200,5.6000,0.6200,957592136552,655241096142,994377742966
QEKGAP,Ni,+2,d8,4,O,0.0200,5.9100,0.0200,309367242141,655598089077,994043151580
QEKGET,Mn,,,4,O,0.1000,5.3500,0.1000,59873258313,267679699030,622160506379
QEKGEU,Ni,+2,d8,4,N,3.8100,6.4400,3.8100,64276023197,280756593508,497316510602
QEKGEU01,Ni,+2,d8,4,N,0.0900,5.4900,0.0900,537495806360,180113358523,497316510602
QEKGEU02,Ni,+2,d8,4,N,3.8100,4.7200,3.8100,484819055405,690826951646,497316510602
QEKGIY,Re,,,6,"C,N",3.9600,5.9300,3.9600,65016779179,317285029688,116480346486
QEKHAR,Re,,,6,"C,N",3.3500,7.9700,3.3500,34595432963,320111847151,743309071097
QEKHEV,Re,,,6,"C,N",4.5200,5.2600,4.5200,903442168055,176273910081,817246810689
QEKHIZ,Re,,,6,"C,N",4.4900,6.3700,4.4900,217649757658,264961602676,745941226170
QEKJAT,Re,,,6,"C,N",4.7500,10.2000,4.7500,127139270186,574557949962,427863850939
QEKJEV,Mo,,,5,,5.4100,6.7000,5.4100,284139481753,721355685657,334769037407
QEKJEX,Re,,,6,"C,N",5.0500,9.5400,5.0500,54726673605,85230619956,704269979005
QEKJIZ,Mo,,,5,,0.3600,6.7900,0.3600,95602653634,272484961987,723850952541
QEKJOF,Mo,,,5,"N,S",4.7600,9.0300,4.7600,492189642464,779826276691,91810644696
QEKJUL,Mo,,,5,,6.3400,12.9600,6.3400,215243244871,979687451741,152471203816
QEKKEX,Pt,+4,d6,6,"C,N",5.5200,8.2500,5.5200,832441755684,109810593438,557970601602
QEKMAV,Mo,,,5,,5.7500,6.1400,5.7500,860000420769,607242885403,510208271637
QEKPAX,Ru,+2,d6,5,"Cl,P",4.9500,6.5600,4.9500,733575085969,539955861863,248782540566
QEKQON,Ru,+2,d6,5,"Cl,N",4.3500,5.7800,4.3500,425164637094,885725331839,542694959634
QEKTAB,V,,,4,"N,O",5.9200,6.0100,5.9200,740919383298,99296025201,488395572564
QEKTIJ,V,,,4,O,2.9400,4.2600,2.9400,983079619244,494175146323,114202223944
QEKTOP,V,,,4,O,5.6800,8.6800,5.6800,784380313381,562196291937,151911460706
QEKVAD,Os,,,6,"Cl,N",4.1900,4.7100,4.1900,782928038136,684597784596,316073829753
QEKVEH,Os,,,6,"Cl,N",6.4300,13.1900,6.4300,656332621793,854409103774,316073829753
QEKXUA,Fe,+2,d6,4,O,3.5000,7.4400,3.5000,677433601814,554979120387,199413840848
QEKYUE,Ru,+2,d6,5,"P,S",3.7800,5.4900,3.7800,946530228317,449663655771,633367300443
QELBIS,Cr,,,4,N,3.9400,7.5200,3.9400,890446195383,307567502076,576022548967
QELBUH,Ni,+2,d8,4,N,4.4600,8.0500,4.4600,853512155194,629357540455,27420452390
QELJOJ,Fe,+2,d6,4,N,5.8000,6.2800,5.8000,96785472309,561975218969,969556754373
QELKAX,Ir,,,6,"C,N",7.2800,7.8200,7.2800,685347042962,665773394908,195620666012
QELKEY,La,,,6,,5.8400,5.8900,5.8400,717793244073,479896095161,873348034547
QELKIC,La,,,6,,6.8200,8.4300,6.8200,85536731185,69037653593,996947567410
QELMEZ,Co,+3,d6,4,"Cl,N",3.9400,5.5900,3.9400,788846035288,832676469238,397485957412
QELMEZ01,Co,+3,d6,4,"Cl,N",3.9500,4.1500,3.9500,846827617292,390362213242,534576630500
QELMEZ02,Co,+3,d6,4,"Cl,N",5.6200,6.9200,5.6200,654729257759,4814848643,534576630500
QELMEZ03,Co,+3,d6,4,"Cl,N",5.6100,5.6200,5.6100,671692337279,652459880266,534576630500
QELRAD,Re,,,6,"C,N,P",4.0400,8.9400,4.0400,458348717431,621584026676,365264947934
QELREH,Re,,,6,"C,Cl,N,P",4.7400,10.2900,4.7400,208957943031,256454146355,591518534284
QELRIL,Re,,,6,"C,N,P",5.6300,6.1000,5.6300,27957902358,860862054650,465041725217
QELROR,Re,,,6,"C,N,P",4.1300,8.7500,4.1300,924102065432,330865871001,479690245399
QELSAE,Re,,,6,"C,N,P",4.9600,5.5400,4.9600,412347350148,797330759743,875190877363
QELSEI,Re,,,6,"C,N,P",4.5800,6.7200,4.5800,805040848117,504264937866,972188821692
QELSIM,Re,,,6,"C,N,P",4.7700,8.6600,4.7700,652742730937,640164046616,613126291328
QELSOS,Re,,,6,"C,N,P",5.5900,13.0000,5.5900,193150398910,169746882263,439453060194
QELSUY,Re,,,6,"C,N,P",5.5300,7.7900,5.5300,703576529091,329167513127,625055158007
QELTAF,Re,,,6,"C,N,P",6.6800,8.4600,6.6800,379531468326,445382551597,171159372331
QELTIN,Re,,,6,"C,N,P",4.3300,6.6800,4.3300,902677108950,912577964469,542365089117
QELTUZ,Re,,,6,"C,N,P",5.9500,7.9700,5.9500,124853861453,607799523953,473164872199
QELWIN,Ni,+2,d8,4,N,5.2400,6.0300,5.2400,450657108123,984939580896,211583572028
QELXEK,Ni,+2,d8,4,O,3.6100,5.9000,3.6100,866423818200,389743786796,203799046514
QEMDOC,Cu,+2,d9,4,"N,O",0.6100,6.7100,0.6100,547976887331,8321818099,508336956900
QEMFAS,Ru,+2,d6,5,N,5.9100,6.3800,5.9100,332823491575,817006209837,173876184649
QEMJAX,Co,+3,d6,4,O,3.6000,5.9300,3.6000,713261796393,878480824117,281906631671
QEMLEZ,Mn,,,4,"C,P",4.1200,7.7200,4.1200,583600875201,95794125090,661240281237
QEMMIH,W,,,6,"C,N",0.4700,5.4700,0.4700,197934480224,47232074692,254398456625
QEMMON,W,,,6,"C,N",4.5700,9.7600,4.5700,913836782736,698151175215,16229051332
QEMREG,Cd,,,5,N,0.0100,5.6500,0.0100,869541788729,200044901306,83317198094
QEMROS,Ru,+2,d6,5,"N,O",3.3700,8.5200,3.3700,252322911437,168236477073,994686883387
QEMWEN,Mn,,,4,"N,O",0.1100,5.3500,0.1100,33482707299,833686025938,255713253923
QEMXEO,Cu,+2,d9,4,"Cl,N",4.2500,8.5300,4.2500,699012775992,421969460018,392019648246
QEMXIS,Co,+3,d6,4,N,4.2800,5.7500,4.2800,779009350338,87864864205,101781019276
QENCOC,Fe,+2,d6,4,C,6.1400,6.3700,6.1400,154135376100,907127801633,589827687013
QENDAP,W,,,6,C,5.5900,8.2900,5.5900,860977116194,797674284114,945291495500
QENDIX,W,,,6,"C,Se",4.2300,8.9500,4.2300,884033740670,371602577092,524133295154
QENFIY,Mo,,,5,"C,O",5.6600,12.9600,5.6600,32183530790,708601149708,293284120470
QENFOE,W,,,6,O,5.6400,12.9800,5.6400,935139160869,694703011018,61108271093
QENJUS,Zn,+2,d10,4,"N,O",3.9400,8.0000,3.9400,704841922294,130991835387,947652074554
QENLED,Cu,+2,d9,4,"N,O",0.3300,6.0900,0.3300,748284131145,8621546688,480534442713
QENMAA,Ru,+2,d6,5,"Cl,N,P",3.2700,3.8500,3.2700,544313976567,542766985644,238621820678
QENWEM,Fe,+2,d6,4,N,5.9800,6.8100,5.9800,359470593062,826878716304,476856777423
QENWOW,Co,+3,d6,4,N,4.2600,7.1800,4.2600,640443994882,931750550512,943907065054
QENWUB,W,,,6,C,3.8200,6.8700,3.8200,805672890022,120180533289,598266113219
QENWUC,Fe,+2,d6,4,"N,P",0.4200,6.5400,0.4200,476147223408,281220016392,336401459661
