refcode,metal,oxidation_state,d_count,donor_set,denticity_pattern,S_TBPY,S_SPY,log_S_TBPY,log_S_SPY,delta_TBPY_SPY,is_intermediate_delta_lt_1,L3_key_hash
ABUBEI,Hg,,,,,5.6500,5.8500,0.7597,0.7745,0.2000,True,423214239867
ABUFEJ,Ru,+2,d6,C,1-1,5.6900,5.7700,0.7627,0.7686,0.0800,True,184216383506
ABUMUG,Cu,+2,d9,"Cl,N",1-1,0.6600,2.0100,-0.1192,0.3243,1.3500,False,350296745542
ABUNET,Cu,+2,d9,N,2,10.9700,7.9900,1.0441,0.9079,2.9800,False,417205222453
ABUSAU,Cd,,,,,1.0500,6.9300,0.0607,0.8470,5.8800,False,550440079186
ABYPCU,Cu,+2,d9,"N,O",1-1,10.2700,6.2800,1.0158,0.8048,3.9900,False,363144618324
ACACVO02,V,,,,,0.1000,0.6900,-0.6990,-0.1024,0.5900,True,463932044794
ACACVO03,V,,,,,5.1800,5.9500,0.7226,0.7818,0.7700,True,463932044794
ACACVO04,V,,,,,0.1000,0.8400,-0.6990,-0.0269,0.7400,True,463932044794
ACACVO05,V,,,,,0.1000,0.6900,-0.6990,-0.1024,0.5900,True,463932044794
ACACVO06,V,,,,,0.1000,0.8500,-0.6990,-0.0223,0.7500,True,463932044794
ACACVO07,V,,,,,5.1700,5.9500,0.7218,0.7818,0.7800,True,463932044794
ACACVO08,V,,,,,0.1000,0.8500,-0.6990,-0.0223,0.7500,True,463932044794
ACACVO09,V,,,,,5.1800,5.9500,0.7226,0.7818,0.7700,True,463932044794
ACACVO10,V,,,,,0.1000,0.8400,-0.6990,-0.0269,0.7400,True,463932044794
ACACVO11,V,,,,,5.1700,5.9500,0.7218,0.7818,0.7800,True,463932044794
ACACVO12,V,,,,,0.1000,0.8400,-0.6990,-0.0269,0.7400,True,463932044794
ACACVO13,V,,,,,5.1700,5.9500,0.7218,0.7818,0.7800,True,463932044794
ACACVO14,V,,,,,5.1900,5.9500,0.7235,0.7818,0.7600,True,463932044794
ACACVO15,V,,,,,0.1000,0.8400,-0.6990,-0.0269,0.7400,True,463932044794
ACACZM02,Zn,+2,d10,,,0.3400,0.4400,-0.3565,-0.2676,0.1000,True,182321355802
ACADAL,Cu,+2,d9,"N,O",2-1-1,5.0000,6.8300,0.7076,0.8407,1.8300,False,834367524003
ACADEP,Cu,+2,d9,"N,O",2-1-1,0.3500,0.6900,-0.3468,-0.1024,0.3400,True,434138113194
ACADOZ,Cu,+2,d9,,,4.4400,5.6900,0.6571,0.7627,1.2500,False,302199562167
ACADUF,Cu,+2,d9,"N,O",1-1,4.9200,6.6400,0.7007,0.8287,1.7200,False,532962513040
ACAGAP,Cu,+2,d9,,,5.2600,5.7100,0.7292,0.7642,0.4500,True,549108073398
ACAJIB,Fe,+2,d6,"C,P",1-1,0.7200,5.8500,-0.0862,0.7745,5.1300,False,329120902281
ACAVOS,Co,+2,d7,,,5.3900,5.9300,0.7396,0.7803,0.5400,True,970721275560
ACEBER,Re,,,,,5.0000,5.7500,0.7076,0.7672,0.7500,True,79151950282
ACEFUJ,Zr,,,"N,O",1-1,0.9400,6.8900,0.0170,0.8445,5.9500,False,107976957556
ACEGOH,Cr,,,"Cl,N",1-1,0.5700,0.9300,-0.1739,0.0128,0.3600,True,13109858962
ACERUV,Re,,,,,4.8600,5.5200,0.6955,0.7497,0.6600,True,743988450883
ACIFIC,Cu,+2,d9,"N,O",2-2,4.9300,6.1800,0.7016,0.7980,1.2500,False,332584269257
ACILIH,V,,,,,4.1200,5.7600,0.6253,0.7679,1.6400,False,535733577971
ACIZEU,Ir,,,"C,Cl,N,S",3-1,0.2700,1.3100,-0.4318,0.1492,1.0400,False,774297885589
ACMCUA,Cu,+2,d9,,,8.2100,10.5000,0.9196,1.0253,2.2900,False,2610665566
ACOCIF,Zn,+2,d10,,,4.5200,5.6900,0.6646,0.7627,1.1700,False,383029512566
ACOCIF01,Zn,+2,d10,,,4.5300,5.6700,0.6656,0.7612,1.1400,False,383029512566
ACOLAI,Cu,+2,d9,,,1.2300,3.3700,0.1239,0.5403,2.1400,False,16489172204
ACONIQ,V,,,"Cl,P",1-1,0.2300,5.3300,-0.4815,0.7348,5.1000,False,859034187700
ACOSUG,Mo,,,,,0.1400,0.8500,-0.6198,-0.0223,0.7100,True,382222078357
ACOTIV,Fe,+2,d6,N,2,4.6700,5.7400,0.6785,0.7664,1.0700,False,677368055425
ACOTIV01,Fe,+2,d6,N,2,4.8400,5.8200,0.6937,0.7723,0.9800,True,677368055425
ACTHCU,Cu,+2,d9,"Cl,N",1-1,5.2000,6.0800,0.7243,0.7910,0.8800,True,26723657558
ACUBOS,Cu,+2,d9,"N,O",1-1,0.5200,4.3600,-0.2076,0.6493,3.8400,False,540587196648
ACUBOS01,Cu,+2,d9,"N,O",1-1,0.5200,6.7200,-0.2076,0.8338,6.2000,False,540587196648
ACUDOT,Cd,,,,,2.4700,4.5400,0.4099,0.6665,2.0700,False,523442517186
ACUVOK,Cu,+2,d9,,,6.8400,12.8600,0.8414,1.1126,6.0200,False,941240105601
ACUWUQ01,Pt,+2,d8,"Br,S",2-1-1,1.0500,4.6000,0.0607,0.6721,3.5500,False,474122071718
ACUWUQ02,Pt,+2,d8,"Br,S",2-1-1,1.0600,4.5800,0.0645,0.6702,3.5200,False,474122071718
ACUWUQ03,Pt,+2,d8,"Br,S",2-1-1,4.6100,6.3200,0.6730,0.8075,1.7100,False,474122071718
ACUXAX08,Pt,+2,d8,"I,S",2-1-1,0.9300,4.7900,0.0128,0.6893,3.8600,False,9686956648
ACUYEC,Cu,+2,d9,N,4,5.2800,6.4500,0.7308,0.8162,1.1700,False,6380084446
ADABOW,Zn,+2,d10,,,1.0600,6.4900,0.0645,0.8189,5.4300,False,863355392432
ADABOZ,Co,+2,d7,"Cl,N",1-1,0.4600,5.5700,-0.2518,0.7536,5.1100,False,426136275254
ADABUC,Cd,,,,,5.7400,5.9400,0.7664,0.7810,0.2000,True,120043768786
ADAFAQ,Ir,,,"C,Cl,P",3-1,5.5100,5.7300,0.7490,0.7657,0.2200,True,30116972580
ADAHIX,Cu,+2,d9,O,1-1,0.0700,3.8000,-0.7696,0.5911,3.7300,False,834432089621
ADAKEY,Co,+2,d7,"N,O",1-1,0.2600,5.7300,-0.4437,0.7657,5.4700,False,412340723596
ADALIB,Cu,+2,d9,N,1-1,9.8400,11.4100,0.9974,1.0611,1.5700,False,51199415001
ADASOR,Ru,+2,d6,"C,O",1-1,5.6600,5.8600,0.7604,0.7752,0.2000,True,545251050268
ADASUX,Ru,+2,d6,"C,O",1-1,5.6600,5.8700,0.7604,0.7760,0.2100,True,545251050268
ADASUX01,Ru,+2,d6,"C,O",1-1,5.7100,6.0700,0.7642,0.7903,0.3600,True,545251050268
ADATAE,Ru,+2,d6,"C,O",1-1,5.7300,5.9900,0.7657,0.7846,0.2600,True,563732382848
ADAWIO,Cd,,,,,3.8600,9.2000,0.5977,0.9685,5.3400,False,687525334318
ADEQUX,Cd,,,,,5.9600,7.0000,0.7825,0.8513,1.0400,False,338894915529
ADIDAS,V,,,,,5.1000,6.0700,0.7160,0.7903,0.9700,True,156902969846
ADIFEY,V,,,,,4.7700,5.4700,0.6875,0.7459,0.7000,True,156902969846
ADIPUB,Mn,,,N,2,0.0700,0.7600,-0.7696,-0.0655,0.6900,True,868228201862
ADIQAI,Mn,,,N,2,0.0700,0.7300,-0.7696,-0.0809,0.6600,True,812587628532
ADISIT,Fe,+2,d6,"C,P",1-1,0.2900,5.4900,-0.4089,0.7474,5.2000,False,155425642566
ADIZET,Cu,+2,d9,,,0.7400,5.7100,-0.0757,0.7642,4.9700,False,305308846627
ADOROA,Mn,,,,,5.4300,6.5900,0.7427,0.8254,1.1600,False,270177729137
ADUGAK,Zn,+2,d10,,,0.6100,7.4600,-0.1487,0.8785,6.8500,False,904143258559
ADUZOQ,Ru,+2,d6,"C,O",1-1,5.7300,6.2300,0.7657,0.8014,0.5000,True,644894494644
AEPIPC01,Cu,+2,d9,Cl,1-1,4.9900,5.9100,0.7067,0.7789,0.9200,True,206674125851
AEPIPC02,Cu,+2,d9,Cl,1-1,5.0000,5.9100,0.7076,0.7789,0.9100,True,206674125851
AEPIPC03,Cu,+2,d9,Cl,1-1,4.8100,5.8500,0.6911,0.7745,1.0400,False,206674125851
AEPIPC04,Cu,+2,d9,Cl,1-1,4.8200,5.8400,0.6920,0.7738,1.0200,False,206674125851
AEPIPC05,Cu,+2,d9,Cl,1-1,4.8100,5.8500,0.6911,0.7745,1.0400,False,206674125851
AEPIPC06,Cu,+2,d9,Cl,1-1,4.8400,5.8700,0.6937,0.7760,1.0300,False,206674125851
AETCUB,Cu,+2,d9,"N,O",2-2,5.3200,16.1200,0.7340,1.2101,10.8000,False,587722256922
AEZNPB,Zn,+2,d10,"Cl,N",1-1,0.6700,5.8100,-0.1135,0.7716,5.1400,False,38978367194
AFAFIA,Ru,+2,d6,P,1-1,6.8200,6.8200,0.8401,0.8401,0.0000,True,442539947649
AFAJOH,Cu,+2,d9,"Cl,N",1-1,0.6600,5.9000,-0.1192,0.7782,5.2400,False,258166522416
AFATAE,Mn,,,,,4.4900,6.1100,0.6618,0.7931,1.6200,False,492413189165
AFEDAS,Cd,,,,,1.0500,3.8300,0.0607,0.5944,2.7800,False,768405459500
AFEGUO,Cu,+2,d9,N,1-1,4.5000,5.8200,0.6628,0.7723,1.3200,False,994644556999
AFEHID,Zn,+2,d10,,,4.7800,6.3200,0.6884,0.8075,1.5400,False,616479187270
AFEJAX,Zn,+2,d10,,,5.4500,5.9800,0.7443,0.7839,0.5300,True,387378614845
AFEKOP,Fe,+2,d6,,,3.0900,7.4300,0.5038,0.8768,4.3400,False,631815692586
AFELED,Cu,+2,d9,,,4.6400,6.6300,0.6758,0.8280,1.9900,False,653267040467
AFELED01,Cu,+2,d9,,,4.6400,5.0500,0.6758,0.7118,0.4100,True,653267040467
AFEPUA,Co,+2,d7,N,1-1,0.3700,1.1900,-0.3279,0.1106,0.8200,True,966932794466
AFEZAP,Cu,+2,d9,O,1-1,4.7800,5.9000,0.6884,0.7782,1.1200,False,107832665731
AFIBID,Zn,+2,d10,,,2.1600,2.4600,0.3541,0.4082,0.3000,True,897997284523
AFIDIF,Cu,+2,d9,"Cl,N",1-1,5.3600,6.6100,0.7372,0.8267,1.2500,False,355315928572
AFIMEL,Mn,,,C,2-1-1,5.1100,5.4900,0.7168,0.7474,0.3800,True,19139810066
AFIMUB,Cu,+2,d9,"N,O,S",3-1,7.3600,7.1500,0.8727,0.8603,0.2100,True,559442461024
AFIPUA,Cu,+2,d9,,,5.1300,6.4000,0.7185,0.8129,1.2700,False,109864845993
AFIPUE,Cu,+2,d9,,,4.1500,6.7700,0.6284,0.8370,2.6200,False,82485622878
AFIVUH,Co,+2,d7,"C,P",2,0.4600,1.0800,-0.2518,0.0719,0.6200,True,269455809524
AFOKOZ,Mo,,,,,1.2100,6.2100,0.1173,0.8000,5.0000,False,885246543800
AFOKUF,Mo,,,,,0.7900,1.6200,-0.0506,0.2355,0.8300,True,417682431504
AFOLAM,Mo,,,,,5.7700,6.0300,0.7686,0.7875,0.2600,True,129641979216
AFOROF,Cr,,,"I,N",1-1,1.0000,1.5500,0.0414,0.2175,0.5500,True,115898352450
AFUFAI,Y,,,,,1.5700,5.3300,0.2227,0.7348,3.7600,False,985906972627
AFUFOW,Sc,,,,,1.1000,1.1300,0.0792,0.0899,0.0300,True,559723433887
AFUPOK,Mn,,,"Cl,N",1-1,5.6200,5.9400,0.7574,0.7810,0.3200,True,895167290353
AFURIF,Ag,,,,,6.1500,8.5600,0.7959,0.9375,2.4100,False,905012510340
AFUSAV,Mn,,,C,1-1-1-1,0.0400,1.0400,-0.8539,0.0569,1.0000,False,769443318662
AFUSAY,Ag,,,,,3.3400,3.8300,0.5366,0.5944,0.4900,True,632938904610
AFUTEB,Fe,+2,d6,,,0.6600,6.0700,-0.1192,0.7903,5.4100,False,341611774713
AGABUH,Cu,+2,d9,"N,O",1-1-1-1,0.2200,0.7400,-0.4949,-0.0757,0.5200,True,454779374006
AGACUG,Ni,+2,d8,"P,S",1-1,0.1800,5.5300,-0.5528,0.7505,5.3500,False,7806273898
AGAGAQ,Tc,,,,,0.0900,1.4900,-0.7212,0.2014,1.4000,False,258854516945
AGAHIA,V,,,O,1-1,0.1100,3.3400,-0.6778,0.5366,3.2300,False,715145517105
AGAVEM,Co,+3,d6,,,4.1800,12.3600,0.6314,1.0955,8.1800,False,717908211294
AGAVIQ,Co,+2,d7,,,0.8700,4.4400,-0.0132,0.6571,3.5700,False,164396571287
AGAYOZ,Cu,+2,d9,N,1-1,5.7200,6.9700,0.7649,0.8494,1.2500,False,641748216427
AGEGIC,V,,,,,0.3500,0.4600,-0.3468,-0.2518,0.1100,True,930453757276
AGIDEA,Ir,,,"Cl,N,P",1-1-1-1,6.3800,6.5500,0.8116,0.8228,0.1700,True,907880380730
AGIFUU,Ru,+2,d6,P,1-1,3.5100,4.1700,0.5575,0.6304,0.6600,True,805263302107
AGIPUC,W,,,"Cl,N",1-1,0.5600,5.5200,-0.1805,0.7497,4.9600,False,349884482031
AGISER,Fe,+2,d6,,,5.4700,6.6700,0.7459,0.8306,1.2000,False,413311946922
AGIVIW,Zr,,,,,0.4300,4.7600,-0.2757,0.6866,4.3300,False,532008209751
AGIVOC,Zr,,,,,6.3700,7.5500,0.8109,0.8837,1.1800,False,848702334682
AGIVUI,Ti,,,,,5.9600,7.1600,0.7825,0.8609,1.2000,False,369857099207
AGIWAP,Ti,,,,,7.6500,7.7200,0.8893,0.8932,0.0700,True,930590546455
AGOVOI,Cu,+2,d9,"Cl,N",3-1,1.5000,3.7000,0.2041,0.5798,2.2000,False,524542796926
AGOVUN,Cu,+2,d9,"N,O",1-1-1-1,5.1700,5.9600,0.7218,0.7825,0.7900,True,444918161195
AGOVUO,Cd,,,,,1.1800,4.5600,0.1072,0.6684,3.3800,False,691396221737
AGUDIR,Ru,+2,d6,,,0.1500,1.4100,-0.6021,0.1790,1.2600,False,122639604188
AGUGOY,Fe,+2,d6,,,0.5100,5.1800,-0.2147,0.7226,4.6700,False,134110941322
AGULUJ,Re,,,,,0.3400,1.5900,-0.3565,0.2279,1.2500,False,312334427820
AGUMAQ,Re,,,"N,O",1-1,3.9900,5.9300,0.6117,0.7803,1.9400,False,172460868860
AGUWIL,Fe,+2,d6,C,1-1,0.3500,5.8800,-0.3468,0.7767,5.5300,False,906534477737
AHABIY,Mo,,,,,0.2800,5.6300,-0.4202,0.7582,5.3500,False,573638768724
AHAJIE,Cu,+2,d9,,,5.1400,6.5100,0.7193,0.8202,1.3700,False,339461108451
AHAQUV,Fe,+2,d6,,,0.5000,6.2500,-0.2218,0.8028,5.7500,False,861156769629
AHEHOK,Re,,,,,4.8800,5.8000,0.6972,0.7709,0.9200,True,658996924518
AHEHOL,Cu,+2,d9,N,1-1,0.4100,1.1300,-0.2924,0.0899,0.7200,True,12190227422
AHEQOU,Cu,+2,d9,"N,O",2,10.7900,9.8300,1.0370,0.9969,0.9600,True,151788407018
AHETOZ,Cu,+2,d9,,,12.0500,7.2700,1.0846,0.8675,4.7800,False,931552198748
AHETUF,Cu,+2,d9,,,12.1700,10.9400,1.0888,1.0430,1.2300,False,906526932269
AHIGOO,Ni,+2,d8,"C,S",1-1,0.0900,3.2400,-0.7212,0.5237,3.1500,False,641155399558
AHIGUU,Ni,+2,d8,"C,S",1-1,0.1000,5.4400,-0.6990,0.7435,5.3400,False,620716337847
AHIRIV,Fe,+2,d6,,,4.5600,6.3100,0.6684,0.8069,1.7500,False,418780576378
AHIROB,Mn,,,,,8.3200,4.9700,0.9253,0.7050,3.3500,False,202752568151
AHITUI,Zn,+2,d10,,,10.0200,19.2600,1.0052,1.2869,9.2400,False,11764662247
AHITUI01,Zn,+2,d10,,,7.0000,9.0300,0.8513,0.9605,2.0300,False,11764662247
AHOBOP,Fe,+2,d6,,,4.9600,5.4300,0.7042,0.7427,0.4700,True,283660324182
AHOBUV,Fe,+2,d6,,,5.8100,5.8500,0.7716,0.7745,0.0400,True,982710701223
AHOQEV,Cu,+2,d9,"N,O",2-2,9.3500,8.6500,0.9754,0.9420,0.7000,True,868000985546
AHOTIE,Cu,+2,d9,,,1.3400,5.1300,0.1584,0.7185,3.7900,False,954883862923
AHOVOK,Cu,+2,d9,"N,O",1-1,14.9300,10.8900,1.1770,1.0410,4.0400,False,517628778057
AHUGER,Co,+2,d7,,,0.8700,1.1800,-0.0132,0.1072,0.3100,True,933821620163
AHUGUG,V,,,O,1-1,0.1600,4.3600,-0.5850,0.6493,4.2000,False,1851363575
AHUQAV,Ni,+2,d8,,,1.0700,4.8200,0.0682,0.6920,3.7500,False,679027767015
AHUQEZ,Ni,+2,d8,,,0.9500,4.9900,0.0212,0.7067,4.0400,False,679027767015
AHUTED,Zn,+2,d10,"N,O",1-1,9.0900,14.3500,0.9633,1.1599,5.2600,False,78639588257
AHUTON,Cu,+2,d9,O,2-2,5.3300,6.6400,0.7348,0.8287,1.3100,False,748255968474
AHUVIM,Fe,+2,d6,,,0.9500,6.7600,0.0212,0.8363,5.8100,False,711796253828
AHUVOS,Fe,+2,d6,,,0.8500,3.6600,-0.0223,0.5752,2.8100,False,83000999795
AHUYOT,Nb,,,,,0.8700,5.5100,-0.0132,0.7490,4.6400,False,35283290528
AJAHEB,Ni,+2,d8,,,0.9000,5.1000,0.0000,0.7160,4.2000,False,507080683975
AJAQOT,Cu,+2,d9,N,1-1,5.5600,7.5100,0.7528,0.8814,1.9500,False,406991875966
AJARAG,Cu,+2,d9,N,1-1,0.5800,5.1600,-0.1675,0.7210,4.5800,False,867244929771
AJENAE,Zr,,,N,1-1,1.1500,7.7200,0.0969,0.8932,6.5700,False,254398320633
AJENEI,Hf,,,N,1-1,1.1300,2.1400,0.0899,0.3502,1.0100,False,510452893866
AJEZUK,Ir,,,"C,P",2-2,4.7100,7.2300,0.6821,0.8651,2.5200,False,67009251802
AJIBIE,Ir,,,"C,P",2-2,5.1000,5.3900,0.7160,0.7396,0.2900,True,67485955098
AJICEC,Cu,+2,d9,"Cl,N",1-1,4.6900,6.3000,0.6803,0.8062,1.6100,False,169442396658
AJICON,Zn,+2,d10,,,0.9400,6.3500,0.0170,0.8096,5.4100,False,185030535942
AJICUT,Mn,,,,,1.8100,4.5300,0.2810,0.6656,2.7200,False,138481222833
AJIDIG,Zn,+2,d10,,,3.5200,3.5400,0.5587,0.5611,0.0200,True,121752644844
AJIJEJ,Cu,+2,d9,N,1-1,0.6300,5.6700,-0.1367,0.7612,5.0400,False,867244929771
AJIMEM,Zn,+2,d10,,,6.3700,10.8800,0.8109,1.0406,4.5100,False,412988575130
AJIMIR,Fe,+2,d6,"Cl,N",1-1,0.5200,1.3700,-0.2076,0.1673,0.8500,True,956115154245
AJIQAM,Ni,+2,d8,N,2-2,5.1400,5.6800,0.7193,0.7619,0.5400,True,187266563458
AJISAP,Cu,+2,d9,,,0.8000,4.1300,-0.0458,0.6263,3.3300,False,536653047106
AJOBAE,Ru,+2,d6,P,1-1,0.7300,1.0900,-0.0809,0.0755,0.3600,True,11724455297
AJOBEI,Ru,+2,d6,P,1-1,4.9100,6.1000,0.6998,0.7924,1.1900,False,946931932333
AJOBIM,Ru,+2,d6,P,1-1,0.6500,1.1600,-0.1249,0.1004,0.5100,True,507046506236
AJUFOC,Cu,+2,d9,,,7.7200,15.1900,0.8932,1.1844,7.4700,False,209363982313
AJUJOE,Fe,+2,d6,P,1-1,0.6200,1.1000,-0.1427,0.0792,0.4800,True,46031389088
AJURII,Fe,+2,d6,"C,P",1-1,5.8700,6.0700,0.7760,0.7903,0.2000,True,391007233387
AJURUU,Fe,+2,d6,C,1-1,4.8700,5.9000,0.6964,0.7782,1.0300,False,864256248850
AJUSAB,Fe,+2,d6,C,1-1,0.4000,6.1000,-0.3010,0.7924,5.7000,False,942815315298
AJUSIJ,Fe,+2,d6,"C,P",1-1,0.3800,1.1700,-0.3188,0.1038,0.7900,True,391007233387
AKADOG,Co,+2,d7,"Cl,N",1-1,0.6700,1.3100,-0.1135,0.1492,0.6400,True,247851304823
AKAGID,Ti,,,N,1-1,5.2000,5.5400,0.7243,0.7513,0.3400,True,418245282301
AKAJUV,Cu,+2,d9,,,1.3300,5.2300,0.1553,0.7267,3.9000,False,416725736866
AKALII,Ti,,,,,4.3300,5.0000,0.6464,0.7076,0.6700,True,746497402524
AKECEC,Cu,+2,d9,N,1-1,4.8700,7.0700,0.6964,0.8555,2.2000,False,329982625614
AKECIG,Cu,+2,d9,N,1-1,6.4000,15.0500,0.8129,1.1804,8.6500,False,845435742482
AKEJIM,Fe,+2,d6,N,1-1,0.1500,5.4700,-0.6021,0.7459,5.3200,False,681275438844
AKEYAQ,Cu,+2,d9,,,4.8100,8.0800,0.6911,0.9128,3.2700,False,625005672888
AKINAJ,Ta,,,,,0.3700,0.6700,-0.3279,-0.1135,0.3000,True,355713281793
AKIPOC,Y,,,,,0.9700,4.1800,0.0294,0.6314,3.2100,False,463743142794
AKISEV,Cu,+2,d9,"N,O",1-1,8.7800,12.9500,0.9484,1.1156,4.1700,False,722253711283
AKISOF,Cu,+2,d9,"N,O",2-2,7.0600,7.7400,0.8549,0.8943,0.6800,True,230078363767
AKITAQ,Nb,,,,,5.0200,5.5700,0.7093,0.7536,0.5500,True,282456043403
AKITIY,Nb,,,,,4.8600,6.1600,0.6955,0.7966,1.3000,False,660093377574
AKITOE,Nb,,,,,5.2500,5.6800,0.7284,0.7619,0.4300,True,219801446445
AKITUK,Nb,,,,,5.2900,5.4600,0.7316,0.7451,0.1700,True,650924623762
AKIVOF,Ir,,,"C,Cl,P",2-1-1,0.7400,1.9300,-0.0757,0.3075,1.1900,False,445032900337
AKODUA,Cu,+2,d9,,,13.5800,15.6500,1.1361,1.1973,2.0700,False,179218066172
AKOHUG,Co,+2,d7,,,4.8400,6.0500,0.6937,0.7889,1.2100,False,72005393220
AKOSEZ,Cr,,,C,1-1-1-1,5.6800,6.0200,0.7619,0.7868,0.3400,True,402606621283
AKOSID,W,,,C,1-1-1-1,0.0700,1.2100,-0.7696,0.1173,1.1400,False,155802333842
AKOWOM,V,,,,,0.4900,5.5500,-0.2291,0.7520,5.0600,False,549313451570
AKOZAE,Zn,+2,d10,,,4.6300,5.9500,0.6749,0.7818,1.3200,False,112070068169
AKOZEI,Zn,+2,d10,,,4.6700,5.9700,0.6785,0.7832,1.3000,False,137099670749
AKOZIM,Zn,+2,d10,,,4.8400,5.9200,0.6937,0.7796,1.0800,False,132818244258
AKOZOS,Zn,+2,d10,,,0.4200,0.5800,-0.2840,-0.1675,0.1600,True,703268882547
AKUMAV,Ru,+2,d6,,,5.5000,5.8600,0.7482,0.7752,0.3600,True,285652485718
ALALAA,Fe,+2,d6,N,4,0.1000,0.6800,-0.6990,-0.1079,0.5800,True,153017199638
ALAPEI,Cu,+2,d9,"N,O",1-1,0.4100,0.4300,-0.2924,-0.2757,0.0200,True,729013109010
ALAPEI01,Cu,+2,d9,"N,O",1-1,0.2800,5.9900,-0.4202,0.7846,5.7100,False,729013109010
ALAPEI02,Cu,+2,d9,"N,O",1-1,4.6800,5.6600,0.6794,0.7604,0.9800,True,729013109010
ALAZES,Ta,,,C,1-1,4.8800,13.4100,0.6972,1.1307,8.5300,False,496438823683
ALELAF,Cu,+2,d9,N,1-1,0.5200,3.4800,-0.2076,0.5539,2.9600,False,408780777977
ALELEJ,Cu,+2,d9,N,1-1,0.4900,6.3600,-0.2291,0.8102,5.8700,False,985185568533
ALELIN,Cu,+2,d9,N,1-1,0.4800,1.5000,-0.2366,0.2041,1.0200,False,354359312387
ALERUE,Cu,+2,d9,O,1-1,0.5800,0.6400,-0.1675,-0.1308,0.0600,True,280699895123
ALESUH,Cu,+2,d9,N,1-1-1-1,3.5600,6.6600,0.5635,0.8299,3.1000,False,528059874048
ALEVIZ,Co,+2,d7,,,5.4100,6.5100,0.7412,0.8202,1.1000,False,206960655332
ALIFAD,Cu,+2,d9,"F,N,O",2-1-1,4.5800,5.5500,0.6702,0.7520,0.9700,True,931813554523
ALIMUE,Co,+2,d7,,,4.7800,6.1400,0.6884,0.7952,1.3600,False,193083167988
ALISAQ,Cu,+2,d9,,,1.0500,4.4400,0.0607,0.6571,3.3900,False,961768655912
ALISEU,Cu,+2,d9,,,5.0600,6.4500,0.7126,0.8162,1.3900,False,559271292397
ALISOE,Cu,+2,d9,,,9.8200,15.8200,0.9965,1.2019,6.0000,False,399672119221
ALIVUO,Cu,+2,d9,"N,O",2,0.5200,4.5200,-0.2076,0.6646,4.0000,False,372647779567
ALIWAV,Cu,+2,d9,"N,O",3-1,0.5000,0.6500,-0.2218,-0.1249,0.1500,True,372647779567
ALOBIM,W,,,"C,P",1-1,5.6500,6.0000,0.7597,0.7853,0.3500,True,242171785639
ALODIQ,Cd,,,,,1.0800,6.8800,0.0719,0.8439,5.8000,False,411340783629
ALOGEP,Cu,+2,d9,,,9.0400,14.1900,0.9609,1.1550,5.1500,False,923348893283
ALOJAM,V,,,"N,O",1-1,7.8800,6.2700,0.9020,0.8041,1.6100,False,434128132201
ALOKES,Zn,+2,d10,"N,O",2,0.2600,0.8800,-0.4437,-0.0088,0.6200,True,741214503920
ALOPAS,Zn,+2,d10,N,1-1,0.3800,6.1700,-0.3188,0.7973,5.7900,False,785560990918
ALOPAS02,Zn,+2,d10,N,1-1,0.3800,4.8700,-0.3188,0.6964,4.4900,False,785560990918
ALOPEY,Co,+2,d7,"Cl,N",1-1,5.4300,5.9800,0.7427,0.7839,0.5500,True,843812275324
ALOYUX,Zn,+2,d10,,,4.8000,5.0600,0.6902,0.7126,0.2600,True,619318462404
ALULIF,Cd,,,,,5.4700,7.6600,0.7459,0.8899,2.1900,False,160266782041
ALUNUR,Ag,,,N,1-1,0.9800,6.1200,0.0334,0.7938,5.1400,False,490824583153
ALUNUR01,Ag,,,N,1-1,0.9000,2.0600,0.0000,0.3345,1.1600,False,490824583153
AMABIA,Rh,+3,d6,"I,P",1-1,6.0300,6.1600,0.7875,0.7966,0.1300,True,449997589797
AMACOG,Ir,,,"C,N",1-1,5.7500,6.0000,0.7672,0.7853,0.2500,True,237065847158
AMADAT,Ir,,,"C,N",1-1,5.1400,5.7600,0.7193,0.7679,0.6200,True,458164958739
AMADCS,Cu,+2,d9,"N,O",1-1-1-1,6.4100,5.6700,0.8136,0.7612,0.7400,True,291938579561
AMAHAA,Ni,+2,d8,"P,S",1-1,11.4000,12.6800,1.0607,1.1065,1.2800,False,300046915916
AMAHOO,Ni,+2,d8,"P,S",1-1,0.4100,6.0500,-0.2924,0.7889,5.6400,False,50835078987
AMALEG,Cu,+2,d9,N,1-1,0.3900,0.3900,-0.3098,-0.3098,0.0000,True,320613014652
AMAMIL,Cu,+2,d9,N,1-1,6.2800,8.4100,0.8048,0.9299,2.1300,False,609288399100
AMAVUF,Sc,,,"N,O",1-1,0.1900,5.2400,-0.5376,0.7275,5.0500,False,144251325334
AMEHUW,Cu,+2,d9,,,5.0100,6.5300,0.7084,0.8215,1.5200,False,371312710429
AMEYUO,Zn,+2,d10,"N,O",1-1,0.3000,1.3000,-0.3979,0.1461,1.0000,False,959374869941
AMICUV,Ru,+2,d6,"C,O",1-1,0.1400,1.6900,-0.6198,0.2529,1.5500,False,874654519396
AMIDEJ,Fe,+2,d6,,,0.3100,0.6800,-0.3872,-0.1079,0.3700,True,252107104089
AMIMOY,Cu,+2,d9,"N,O",2-2,5.1300,10.6700,0.7185,1.0322,5.5400,False,342323635035
AMOGEO,Cu,+2,d9,,,4.9900,5.1100,0.7067,0.7168,0.1200,True,251038056746
