refcode,metal,CN,S_SP,S_Td,log_S_SP,log_S_Td
HAWDEP,Cu,4,4.5800,6.7000,0.6702,0.8325
ZUZTOD,Cd,4,3.3100,0.0700,0.5328,-0.7696
FOWJOQ,Cu,4,9.0100,2.8600,0.9595,0.4713
KIGSOJ,Pd,4,8.0300,3.0200,0.9101,0.4942
IYUFAL,Co,4,8.8300,3.2200,0.9509,0.5211
FEGHEF,Ir,4,3.1200,0.3800,0.5079,-0.3188
CAYGAN,Ni,4,3.3300,0.3900,0.5353,-0.3098
ZAXFEL,Pd,4,9.0300,3.0200,0.9605,0.4942
HEQJET,V,4,8.3200,6.7600,0.9253,0.8363
TEENCC10,Cu,4,8.8500,2.9200,0.9518,0.4800
